id_usuario,id_ubicacion,fecha,tipo,verificado
79,32,2018-12-07,Temporal,False
80,133,2018-06-13,Temporal,True
81,24,2021-04-03,Temporal,False
82,145,2020-06-28,Residencia,True
83,159,2022-10-20,Residencia,True
84,77,2021-11-26,Trabajo,False
85,53,2020-08-18,Temporal,False
86,132,2020-01-29,Residencia,True
87,64,2021-07-26,Trabajo,True
88,41,2020-11-10,Residencia,True
89,79,2021-11-23,Residencia,False
90,13,2020-05-25,Temporal,False
91,111,2018-09-07,Temporal,False
92,146,2018-04-20,Temporal,True
93,196,2021-10-18,Temporal,False
94,87,2021-12-13,Temporal,True
95,10,2022-10-16,Trabajo,False
96,36,2020-12-12,Temporal,False
97,131,2022-03-09,Temporal,False
98,173,2023-06-02,Trabajo,True
99,168,2021-12-02,Temporal,False
100,38,2019-10-26,Temporal,True
101,108,2021-05-27,Residencia,False
102,54,2023-12-12,Residencia,False
103,137,2021-08-30,Trabajo,False
104,58,2023-07-20,Temporal,False
105,74,2018-09-10,Temporal,False
106,183,2023-11-11,Temporal,False
107,144,2023-05-26,Residencia,False
108,58,2020-08-10,Residencia,True
109,175,2021-09-28,Temporal,True
110,167,2022-07-14,Trabajo,False
111,137,2022-03-09,Residencia,True
112,48,2020-06-30,Temporal,True
113,86,2021-03-06,Trabajo,False
114,70,2018-10-18,Temporal,True
115,4,2023-03-17,Trabajo,True
116,132,2020-06-05,Trabajo,True
117,64,2018-03-25,Residencia,True
118,150,2022-02-16,Temporal,False
119,79,2020-02-20,Trabajo,True
120,158,2023-06-14,Trabajo,False
121,107,2018-08-16,Trabajo,True
122,115,2020-01-12,Residencia,True
123,147,2022-03-22,Residencia,True
124,24,2018-03-24,Residencia,False
125,145,2021-06-30,Trabajo,False
126,149,2019-03-20,Temporal,False
127,121,2019-10-08,Temporal,False
128,98,2018-10-18,Temporal,True
129,46,2020-05-15,Trabajo,False
130,119,2021-09-05,Temporal,True
131,40,2022-05-07,Temporal,True
132,53,2019-09-22,Temporal,False
133,190,2018-06-13,Residencia,True
134,75,2023-02-12,Residencia,True
135,57,2018-05-19,Residencia,False
136,13,2018-04-25,Temporal,False
137,97,2019-02-20,Temporal,False
138,144,2022-08-15,Trabajo,True
139,53,2023-03-21,Trabajo,True
140,69,2023-05-03,Residencia,True
141,78,2022-09-01,Temporal,True
142,102,2023-01-07,Trabajo,True
143,67,2023-07-02,Trabajo,False
144,81,2018-07-13,Residencia,True
145,76,2018-03-08,Trabajo,False
146,141,2023-04-12,Trabajo,True
147,44,2018-01-07,Temporal,False
148,106,2018-08-14,Residencia,True
149,96,2019-06-26,Trabajo,False
150,4,2022-04-11,Temporal,True
151,28,2018-02-05,Trabajo,True
152,21,2018-01-14,Temporal,False
153,24,2020-09-25,Trabajo,True
154,22,2018-01-27,Trabajo,True
155,70,2018-03-26,Residencia,True
156,151,2019-09-06,Residencia,True
157,174,2019-04-24,Residencia,False
158,26,2020-06-12,Temporal,True
159,116,2021-07-29,Residencia,True
160,22,2019-05-15,Residencia,True
161,183,2022-04-01,Temporal,True
162,79,2021-01-05,Temporal,True
163,115,2018-01-22,Trabajo,False
164,153,2022-11-23,Temporal,False
165,186,2018-09-23,Residencia,True
166,69,2021-02-27,Temporal,False
167,108,2018-11-22,Residencia,False
168,118,2020-07-28,Residencia,True
169,85,2019-09-14,Trabajo,True
170,123,2022-04-11,Trabajo,True
171,84,2021-09-11,Temporal,False
172,175,2019-05-13,Trabajo,False
173,173,2019-08-21,Residencia,True
174,97,2023-06-09,Residencia,True
175,140,2021-08-31,Trabajo,False
176,166,2022-05-19,Trabajo,False
177,26,2018-05-28,Residencia,False
178,119,2019-10-04,Temporal,True
179,22,2023-10-24,Temporal,True
180,124,2021-08-26,Trabajo,True
181,12,2021-09-19,Temporal,False
182,45,2021-11-15,Temporal,False
183,48,2018-01-09,Residencia,False
184,100,2019-08-04,Trabajo,True
185,48,2022-09-12,Residencia,True
186,164,2022-03-16,Residencia,True
187,159,2019-04-18,Temporal,False
188,79,2021-08-05,Trabajo,False
189,148,2023-08-01,Residencia,True
190,74,2019-09-22,Residencia,True
191,35,2018-03-10,Trabajo,True
192,182,2020-04-25,Temporal,True
193,71,2018-02-28,Residencia,True
194,147,2023-11-17,Trabajo,False
195,109,2022-10-09,Temporal,False
196,113,2021-02-21,Trabajo,True
197,53,2019-12-30,Temporal,False
198,83,2018-02-14,Trabajo,True
199,71,2018-09-11,Residencia,False
200,126,2022-11-07,Residencia,True
201,132,2022-05-03,Trabajo,False
202,199,2023-01-14,Trabajo,True
203,110,2022-03-30,Residencia,True
204,145,2022-11-14,Temporal,False
205,32,2018-10-15,Temporal,True
206,41,2020-11-18,Temporal,False
207,102,2019-05-19,Trabajo,False
208,123,2021-09-04,Trabajo,False
209,31,2023-08-19,Trabajo,False
210,27,2022-07-26,Trabajo,False
211,136,2023-03-07,Temporal,True
212,106,2020-10-01,Temporal,False
213,90,2019-04-01,Trabajo,True
214,142,2020-11-09,Residencia,False
215,49,2023-08-19,Temporal,True
216,62,2019-12-16,Temporal,False
217,146,2020-05-30,Residencia,True
218,4,2023-04-03,Trabajo,False
219,197,2021-08-05,Trabajo,False
220,21,2019-06-09,Trabajo,False
221,179,2021-04-01,Trabajo,False
222,157,2021-11-04,Temporal,False
223,42,2018-08-29,Residencia,True
224,192,2018-04-25,Residencia,True
225,17,2021-05-14,Residencia,False
226,95,2022-08-30,Trabajo,False
227,4,2022-01-10,Residencia,True
228,142,2020-05-30,Residencia,True
229,20,2021-06-05,Trabajo,True
230,12,2020-06-13,Trabajo,False
231,3,2022-09-05,Temporal,True
232,198,2019-06-27,Temporal,False
233,60,2022-02-03,Trabajo,False
234,27,2021-05-27,Temporal,True
235,12,2018-01-22,Residencia,True
236,35,2019-04-09,Residencia,True
237,75,2023-03-27,Temporal,False
238,20,2018-10-27,Temporal,True
239,120,2022-02-05,Temporal,False
240,68,2023-05-28,Residencia,True
241,24,2021-06-26,Residencia,True
242,8,2018-11-20,Trabajo,True
243,32,2022-04-08,Residencia,True
244,150,2018-10-11,Trabajo,True
245,24,2021-01-24,Residencia,True
246,186,2019-04-09,Trabajo,False
247,48,2022-07-17,Trabajo,True
248,166,2018-09-20,Trabajo,True
249,36,2023-01-12,Temporal,False
250,140,2018-04-03,Trabajo,False
251,7,2019-07-16,Residencia,False
252,197,2018-09-21,Residencia,True
253,137,2018-09-12,Residencia,False
254,152,2021-04-22,Residencia,True
255,145,2018-05-26,Residencia,False
256,15,2023-06-23,Residencia,True
257,34,2018-02-27,Temporal,False
258,199,2021-10-07,Trabajo,False
259,78,2019-08-22,Trabajo,False
260,182,2020-02-12,Temporal,True
261,46,2023-11-26,Residencia,False
262,157,2020-03-20,Residencia,False
263,82,2022-12-29,Trabajo,True
264,178,2019-02-16,Residencia,False
265,188,2020-10-06,Residencia,True
266,26,2023-02-23,Trabajo,True
267,82,2023-08-23,Trabajo,True
268,141,2021-02-05,Residencia,False
269,41,2020-02-01,Trabajo,False
270,170,2019-07-03,Temporal,True
271,40,2018-05-06,Trabajo,False
272,52,2022-04-12,Residencia,False
273,79,2020-03-25,Temporal,True
274,48,2023-09-05,Temporal,True
275,120,2022-08-19,Trabajo,False
276,172,2019-07-05,Temporal,False
277,138,2021-06-26,Residencia,False
278,183,2023-12-21,Trabajo,False
279,33,2020-11-29,Residencia,False
280,82,2023-06-25,Trabajo,True
281,134,2023-09-13,Temporal,False
282,38,2019-10-26,Temporal,False
283,68,2021-09-28,Temporal,False
284,37,2020-01-02,Residencia,False
285,69,2021-10-24,Trabajo,False
286,59,2018-04-19,Temporal,False
287,49,2019-09-13,Residencia,True
288,17,2018-02-08,Residencia,False
289,15,2022-06-25,Residencia,True
290,119,2023-04-23,Trabajo,False
291,46,2021-02-19,Trabajo,True
292,99,2018-05-09,Temporal,False
293,69,2022-12-08,Temporal,False
294,154,2022-04-24,Residencia,False
295,97,2019-12-25,Residencia,True
296,150,2021-10-18,Residencia,True
297,17,2018-05-14,Temporal,True
298,39,2021-11-19,Temporal,False
299,76,2020-03-11,Temporal,False
300,88,2020-01-21,Temporal,False
301,169,2022-06-28,Temporal,True
302,175,2023-02-05,Trabajo,True
303,96,2019-03-09,Residencia,False
304,121,2019-10-10,Trabajo,False
305,36,2023-12-15,Temporal,False
306,125,2018-05-11,Residencia,True
307,195,2019-01-25,Temporal,True
308,163,2018-09-14,Trabajo,False
309,52,2019-05-15,Trabajo,True
310,58,2020-04-24,Trabajo,True
311,43,2022-08-12,Residencia,False
312,87,2019-12-24,Residencia,False
313,5,2018-12-21,Trabajo,False
314,32,2021-06-19,Trabajo,True
315,168,2023-07-23,Temporal,False
316,122,2018-10-14,Trabajo,True
317,70,2020-08-04,Trabajo,True
318,128,2021-11-28,Temporal,True
319,42,2018-08-20,Trabajo,False
320,172,2019-12-15,Trabajo,False
321,186,2019-10-14,Temporal,False
322,13,2020-05-22,Temporal,False
323,25,2021-02-23,Residencia,True
324,160,2019-05-26,Trabajo,True
325,117,2019-09-24,Residencia,True
326,41,2022-09-20,Temporal,False
327,200,2021-04-16,Residencia,False
328,12,2023-05-26,Trabajo,True
329,134,2021-07-12,Residencia,False
330,143,2022-12-07,Residencia,True
331,193,2022-12-06,Temporal,False
332,141,2018-05-28,Trabajo,False
333,23,2019-03-02,Temporal,True
334,104,2021-07-09,Temporal,False
335,131,2023-10-23,Trabajo,False
336,85,2021-04-08,Residencia,False
337,88,2021-03-15,Temporal,True
338,127,2020-04-21,Residencia,True
339,56,2018-12-23,Trabajo,False
340,198,2021-07-25,Trabajo,True
341,189,2019-11-28,Trabajo,True
342,27,2019-02-12,Temporal,True
343,102,2022-05-30,Temporal,True
344,77,2020-10-02,Trabajo,True
345,176,2019-11-27,Residencia,False
346,150,2019-05-17,Temporal,False
347,7,2019-12-05,Residencia,True
348,175,2022-10-18,Trabajo,False
349,116,2019-01-18,Residencia,True
350,98,2022-12-09,Temporal,True
351,58,2023-10-13,Trabajo,True
352,175,2021-04-06,Temporal,False
353,72,2021-08-09,Trabajo,False
354,182,2020-03-25,Residencia,True
355,126,2023-03-17,Temporal,False
356,130,2021-10-12,Temporal,False
357,170,2023-06-25,Trabajo,False
358,144,2019-05-12,Temporal,False
359,11,2022-09-17,Temporal,False
360,7,2019-02-15,Temporal,True
361,167,2019-02-02,Trabajo,True
362,2,2020-04-01,Residencia,False
363,180,2020-06-27,Residencia,False
364,23,2020-03-17,Residencia,False
365,105,2023-02-14,Temporal,False
366,137,2023-03-13,Temporal,False
367,75,2022-07-13,Residencia,False
368,170,2018-08-28,Residencia,False
369,163,2018-04-06,Trabajo,False
370,147,2022-10-18,Trabajo,True
371,106,2022-05-03,Temporal,False
372,30,2018-03-20,Temporal,False
373,26,2019-08-30,Trabajo,True
374,73,2018-07-13,Trabajo,False
375,178,2022-03-06,Trabajo,True
376,81,2019-07-11,Trabajo,False
377,119,2023-07-27,Trabajo,True
378,72,2020-11-29,Residencia,True
379,149,2021-01-19,Residencia,False
380,168,2020-03-11,Temporal,False
381,119,2023-11-02,Trabajo,True
382,194,2021-07-27,Temporal,False
383,189,2018-07-25,Residencia,True
384,68,2018-10-03,Temporal,True
385,12,2018-02-01,Temporal,False
386,97,2019-03-09,Trabajo,True
387,104,2023-12-16,Temporal,True
388,43,2020-06-01,Temporal,True
389,93,2023-05-07,Residencia,True
390,123,2023-09-04,Temporal,True
391,35,2019-03-10,Temporal,False
392,133,2019-06-11,Residencia,False
393,124,2021-09-23,Residencia,True
394,43,2023-11-20,Residencia,False
395,28,2022-01-22,Trabajo,False
396,46,2018-02-02,Residencia,True
397,155,2023-10-31,Trabajo,False
398,110,2021-08-01,Temporal,True
399,123,2019-06-01,Trabajo,True
400,182,2021-06-08,Temporal,True
401,168,2021-09-29,Residencia,True
402,67,2019-11-20,Temporal,True
403,142,2022-07-12,Trabajo,False
404,199,2018-11-26,Trabajo,False
405,55,2020-04-02,Residencia,True
406,38,2018-12-08,Temporal,False
407,156,2021-04-01,Temporal,True
408,164,2019-04-19,Residencia,False
409,133,2019-07-18,Temporal,False
410,41,2022-10-14,Residencia,False
411,133,2021-11-04,Temporal,True
412,156,2023-07-08,Trabajo,False
413,28,2018-09-14,Residencia,True
414,138,2021-08-05,Trabajo,False
415,175,2021-10-14,Residencia,False
416,174,2020-05-28,Temporal,True
417,180,2023-02-10,Residencia,False
418,122,2019-01-27,Trabajo,False
419,61,2023-12-31,Temporal,True
420,40,2022-08-21,Residencia,True
421,124,2020-03-10,Trabajo,True
422,102,2020-08-17,Trabajo,True
423,129,2020-02-09,Residencia,False
424,177,2022-07-06,Residencia,False
425,48,2021-06-28,Temporal,False
426,48,2023-08-31,Trabajo,False
427,116,2023-01-01,Trabajo,False
428,98,2022-10-19,Temporal,False
429,35,2021-06-01,Temporal,False
430,102,2019-08-07,Residencia,False
431,191,2020-06-10,Temporal,True
432,32,2019-03-10,Residencia,False
433,125,2021-08-28,Temporal,False
434,164,2023-04-14,Trabajo,True
435,59,2021-12-10,Residencia,True
436,192,2018-09-24,Trabajo,True
437,170,2020-05-01,Trabajo,False
438,122,2022-03-10,Residencia,False
439,22,2021-08-16,Temporal,False
440,34,2022-10-23,Temporal,True
441,139,2023-07-02,Trabajo,False
442,135,2023-05-18,Trabajo,True
443,94,2020-07-24,Trabajo,True
444,89,2019-11-09,Trabajo,True
445,197,2023-10-26,Temporal,True
446,106,2020-12-15,Residencia,True
447,57,2022-10-03,Trabajo,False
448,106,2019-07-09,Temporal,False
449,70,2022-09-23,Trabajo,False
450,6,2022-09-24,Residencia,True
451,24,2022-09-21,Trabajo,True
452,96,2020-08-25,Temporal,True
453,19,2020-05-26,Trabajo,False
454,197,2023-06-18,Trabajo,False
455,189,2021-06-29,Residencia,True
456,41,2020-10-28,Residencia,False
457,51,2019-05-15,Temporal,True
458,4,2023-10-30,Residencia,True
459,149,2018-02-20,Residencia,False
460,128,2018-05-25,Temporal,True
461,28,2021-10-05,Temporal,True
462,177,2023-05-10,Temporal,True
463,139,2023-06-13,Residencia,True
464,154,2018-08-06,Residencia,True
465,139,2018-02-14,Trabajo,False
466,199,2022-06-05,Trabajo,False
467,197,2022-01-13,Residencia,False
468,25,2023-04-30,Temporal,False
469,125,2023-03-28,Temporal,False
470,13,2021-12-03,Temporal,False
471,120,2021-12-27,Trabajo,False
472,136,2018-12-16,Residencia,False
473,186,2018-12-21,Trabajo,False
474,192,2022-09-03,Residencia,True
475,130,2022-03-19,Temporal,True
476,96,2020-07-11,Temporal,False
477,93,2019-01-30,Residencia,True
478,133,2019-06-29,Trabajo,False
479,198,2022-05-27,Temporal,False
480,92,2023-11-22,Trabajo,True
481,24,2018-03-14,Residencia,True
482,125,2020-02-07,Trabajo,False
483,200,2018-09-05,Temporal,True
484,163,2018-07-23,Trabajo,True
485,84,2020-12-07,Residencia,True
486,24,2021-01-21,Residencia,True
487,122,2022-12-20,Trabajo,False
488,112,2019-01-25,Residencia,True
489,144,2021-10-13,Residencia,False
490,29,2022-03-11,Trabajo,False
491,153,2018-08-06,Residencia,False
492,113,2018-10-17,Residencia,False
493,63,2019-11-06,Temporal,False
494,121,2018-08-09,Trabajo,False
495,141,2020-04-23,Temporal,False
496,73,2022-12-25,Trabajo,True
497,170,2019-08-11,Temporal,False
498,98,2022-08-12,Trabajo,False
499,118,2019-09-16,Residencia,True
500,191,2021-10-05,Trabajo,False
501,129,2022-07-13,Residencia,False
502,39,2020-07-17,Residencia,False
503,107,2020-03-19,Temporal,True
504,53,2021-05-30,Temporal,False
505,111,2020-09-30,Residencia,True
506,185,2018-07-26,Residencia,False
507,78,2018-06-24,Trabajo,True
508,196,2018-05-01,Residencia,False
509,21,2019-03-02,Temporal,False
510,100,2018-05-12,Residencia,False
511,196,2020-10-27,Residencia,True
512,113,2023-07-04,Temporal,True
513,156,2020-06-10,Residencia,True
514,117,2021-05-09,Temporal,True
515,196,2021-06-29,Residencia,False
516,119,2022-12-07,Residencia,False
517,185,2022-05-31,Residencia,True
518,7,2023-05-22,Trabajo,False
519,178,2019-08-01,Temporal,True
520,135,2019-02-08,Residencia,True
521,197,2023-07-21,Residencia,False
522,108,2020-12-31,Temporal,True
523,1,2018-11-28,Temporal,False
524,156,2018-12-22,Trabajo,False
525,154,2018-03-23,Temporal,False
526,15,2022-09-24,Residencia,True
527,85,2020-07-10,Residencia,False
528,117,2018-09-05,Temporal,False
529,18,2022-05-15,Residencia,False
530,178,2021-07-30,Residencia,False
531,28,2022-05-26,Residencia,False
532,135,2019-01-12,Trabajo,False
533,182,2023-06-07,Residencia,False
534,158,2021-07-20,Temporal,False
535,164,2023-09-10,Trabajo,True
536,197,2020-05-27,Trabajo,False
537,45,2023-01-12,Trabajo,True
538,40,2023-03-12,Residencia,True
539,77,2018-09-27,Temporal,True
540,17,2018-12-20,Trabajo,False
541,147,2023-05-14,Residencia,False
542,106,2018-02-16,Residencia,True
543,78,2019-12-03,Temporal,False
544,7,2022-10-03,Residencia,False
545,80,2021-06-07,Trabajo,True
546,100,2022-12-18,Temporal,False
547,120,2020-03-13,Residencia,True
548,83,2020-06-17,Temporal,False
549,39,2023-08-13,Temporal,True
550,141,2022-09-17,Trabajo,False
551,157,2021-10-26,Temporal,False
552,99,2018-12-26,Temporal,False
553,158,2021-05-30,Temporal,False
554,24,2021-01-18,Temporal,True
555,60,2020-01-01,Residencia,True
556,84,2019-08-02,Residencia,False
557,119,2022-07-08,Temporal,False
558,143,2018-04-15,Temporal,True
559,62,2023-04-11,Trabajo,False
560,54,2023-07-05,Temporal,False
561,30,2021-03-21,Trabajo,False
562,18,2022-05-03,Trabajo,True
563,56,2018-01-18,Temporal,True
564,158,2020-12-03,Temporal,False
565,112,2021-03-25,Residencia,True
566,95,2023-09-01,Residencia,True
567,111,2019-06-13,Residencia,True
568,170,2021-11-18,Trabajo,False
569,74,2018-03-20,Trabajo,True
570,185,2019-07-20,Residencia,False
571,179,2022-05-30,Trabajo,True
572,99,2022-03-10,Temporal,True
573,183,2021-02-25,Trabajo,False
574,181,2022-12-22,Residencia,True
575,120,2021-03-19,Temporal,True
576,157,2022-10-03,Trabajo,True
577,147,2019-08-19,Temporal,False
578,178,2023-07-06,Trabajo,False
579,147,2018-01-10,Residencia,True
580,130,2023-08-20,Residencia,False
581,190,2018-10-15,Residencia,True
582,180,2019-08-15,Trabajo,False
583,153,2023-11-23,Temporal,False
584,54,2021-01-22,Residencia,False
585,103,2020-09-07,Temporal,False
586,68,2023-05-14,Temporal,True
587,175,2020-07-05,Temporal,True
588,70,2020-10-03,Temporal,True
589,134,2020-03-13,Temporal,False
590,26,2022-10-26,Temporal,True
591,9,2022-06-21,Temporal,True
592,97,2021-11-16,Temporal,True
593,164,2023-01-07,Residencia,False
594,199,2019-02-24,Trabajo,False
595,113,2020-01-10,Temporal,True
596,37,2020-10-18,Trabajo,True
597,19,2023-07-05,Temporal,True
598,171,2023-05-20,Temporal,False
599,182,2020-08-11,Temporal,False
600,1,2019-06-30,Residencia,True
601,162,2022-03-24,Temporal,False
602,166,2022-07-13,Residencia,True
603,179,2020-05-04,Trabajo,True
604,36,2021-12-08,Residencia,False
605,128,2023-03-15,Residencia,True
606,104,2022-07-31,Temporal,False
607,10,2020-01-29,Temporal,True
608,180,2018-08-20,Trabajo,False
609,157,2022-12-09,Trabajo,False
610,17,2022-08-20,Trabajo,True
611,83,2023-05-29,Residencia,True
612,37,2018-07-05,Trabajo,False
613,35,2020-12-20,Trabajo,True
614,46,2020-06-08,Residencia,False
615,134,2020-06-01,Temporal,False
616,157,2021-02-23,Residencia,False
617,31,2019-10-09,Trabajo,True
618,14,2022-05-08,Residencia,True
619,14,2020-08-22,Residencia,True
620,12,2021-02-19,Temporal,False
621,30,2023-08-03,Residencia,False
622,200,2021-12-05,Residencia,False
623,57,2019-03-31,Temporal,False
624,157,2022-05-31,Residencia,True
625,70,2019-08-02,Temporal,False
626,120,2018-03-29,Trabajo,True
627,164,2022-02-01,Trabajo,True
628,56,2020-12-19,Trabajo,False
629,84,2020-04-15,Temporal,False
630,121,2023-05-03,Residencia,False
631,127,2023-11-14,Trabajo,True
632,76,2018-02-16,Trabajo,True
633,117,2021-05-09,Residencia,False
634,161,2023-11-20,Residencia,True
635,179,2023-09-24,Trabajo,False
636,29,2019-10-22,Temporal,False
637,144,2021-07-06,Temporal,True
638,189,2021-08-31,Residencia,False
639,71,2018-04-28,Trabajo,False
640,32,2020-07-04,Trabajo,False
641,21,2022-03-15,Trabajo,True
642,179,2021-03-21,Trabajo,True
643,122,2022-04-13,Trabajo,False
644,60,2019-02-15,Temporal,True
645,141,2023-06-20,Trabajo,False
646,124,2023-02-13,Residencia,True
647,159,2019-10-21,Residencia,False
648,11,2021-06-13,Trabajo,True
649,171,2021-08-19,Residencia,True
650,78,2018-05-20,Residencia,True
651,2,2023-07-28,Residencia,True
652,87,2023-03-01,Trabajo,True
653,7,2023-05-05,Trabajo,False
654,150,2022-11-25,Temporal,True
655,174,2018-06-08,Trabajo,True
656,15,2020-10-29,Trabajo,True
657,4,2022-03-26,Temporal,True
658,187,2019-04-25,Trabajo,True
659,151,2019-09-27,Residencia,False
660,17,2021-11-01,Residencia,True
661,45,2018-04-14,Trabajo,True
662,142,2021-11-26,Trabajo,False
663,7,2020-06-16,Temporal,True
664,168,2019-08-12,Trabajo,False
665,31,2021-07-29,Trabajo,False
666,67,2021-10-19,Residencia,True
667,38,2020-01-14,Residencia,True
668,108,2021-05-28,Temporal,False
669,50,2021-02-19,Residencia,True
670,176,2022-03-11,Temporal,True
671,133,2023-01-06,Trabajo,True
672,40,2020-05-04,Residencia,True
673,30,2018-11-21,Trabajo,False
674,153,2021-09-01,Temporal,True
675,178,2023-05-27,Residencia,False
676,177,2022-11-19,Temporal,False
677,28,2018-09-24,Residencia,False
678,171,2020-05-04,Trabajo,True
679,24,2018-09-18,Residencia,False
680,130,2021-04-08,Residencia,True
681,194,2018-09-19,Trabajo,True
682,113,2018-04-12,Temporal,False
683,59,2020-07-27,Temporal,True
684,127,2018-10-11,Trabajo,False
685,99,2019-06-27,Temporal,False
686,75,2023-10-29,Temporal,False
687,173,2019-07-07,Temporal,True
688,103,2018-01-31,Temporal,True
689,153,2021-03-21,Residencia,False
690,194,2019-08-15,Residencia,False
691,38,2018-07-13,Trabajo,False
692,161,2018-08-02,Temporal,True
693,98,2019-03-14,Temporal,True
694,120,2019-09-06,Temporal,False
695,196,2018-08-07,Trabajo,False
696,118,2023-12-04,Temporal,False
697,80,2021-08-28,Trabajo,True
698,122,2021-01-18,Trabajo,True
699,158,2020-09-17,Temporal,False
700,33,2021-12-17,Trabajo,False
701,89,2018-10-12,Temporal,True
702,152,2023-08-09,Temporal,True
703,10,2022-03-07,Trabajo,False
704,151,2021-06-07,Temporal,False
705,26,2018-06-01,Trabajo,False
706,94,2022-04-08,Residencia,True
707,77,2018-04-23,Temporal,True
708,18,2022-03-02,Trabajo,True
709,77,2021-06-18,Trabajo,False
710,117,2019-03-19,Trabajo,True
711,170,2019-02-03,Residencia,True
712,52,2021-10-02,Residencia,False
713,82,2022-06-05,Temporal,False
714,176,2022-03-21,Trabajo,True
715,63,2022-01-14,Residencia,False
716,41,2018-03-27,Temporal,False
717,165,2022-03-07,Temporal,False
718,17,2022-10-20,Trabajo,False
719,31,2020-05-21,Trabajo,True
720,85,2019-01-30,Temporal,False
721,55,2023-06-20,Trabajo,True
722,180,2023-03-06,Residencia,True
723,93,2020-02-21,Trabajo,True
724,65,2018-12-05,Temporal,False
725,100,2018-03-16,Temporal,True
726,42,2018-04-21,Residencia,False
727,189,2022-09-27,Trabajo,False
728,91,2018-10-19,Trabajo,True
729,165,2020-10-25,Temporal,True
730,29,2019-11-21,Residencia,True
731,189,2018-11-01,Temporal,True
732,95,2019-06-20,Trabajo,False
733,23,2019-07-02,Residencia,False
734,154,2023-01-18,Residencia,True
735,184,2020-06-16,Residencia,True
736,69,2020-09-23,Residencia,False
737,73,2022-02-24,Residencia,True
738,68,2023-07-04,Temporal,True
739,35,2020-04-29,Trabajo,False
740,25,2020-06-07,Residencia,True
741,2,2023-10-11,Trabajo,False
742,149,2019-09-21,Trabajo,False
743,23,2021-08-03,Trabajo,False
744,128,2022-08-23,Temporal,True
745,81,2021-09-28,Temporal,True
746,49,2018-05-09,Residencia,False
747,181,2021-12-03,Temporal,True
748,118,2019-04-20,Trabajo,False
749,47,2022-03-06,Residencia,True
750,107,2021-07-10,Trabajo,True
751,101,2021-09-26,Trabajo,True
752,117,2018-07-22,Trabajo,False
753,84,2021-01-26,Temporal,True
754,141,2021-03-01,Temporal,True
755,23,2021-11-24,Temporal,True
756,77,2021-04-23,Trabajo,False
757,132,2022-07-23,Residencia,False
758,24,2020-10-31,Residencia,False
759,11,2019-01-17,Residencia,True
760,22,2022-07-24,Trabajo,False
