id_usuario,id_cuenta,fecha_asociacion,tipo_relacion,activo
460,191,2024-06-06,Titular,True
292,192,2023-03-12,Autorizado,True
444,193,2020-11-07,Autorizado,False
387,194,2023-06-10,Beneficiario,True
937,195,2018-03-27,Autorizado,True
46,196,2024-02-21,Titular,True
428,197,2020-10-06,Autorizado,True
68,198,2021-08-25,Autorizado,True
938,199,2021-07-03,Titular,True
832,200,2022-09-04,Titular,False
562,201,2023-06-14,Beneficiario,False
286,202,2019-05-11,Beneficiario,True
279,203,2020-12-07,Beneficiario,True
606,204,2019-11-29,Beneficiario,False
865,205,2019-05-23,Titular,True
715,206,2020-02-23,Beneficiario,True
307,207,2021-08-26,Beneficiario,True
949,208,2022-04-28,Titular,False
32,209,2020-03-19,Titular,True
504,210,2019-09-17,Titular,True
626,211,2023-12-25,Beneficiario,True
85,212,2022-01-14,Beneficiario,True
505,213,2018-02-06,Autorizado,False
182,214,2021-12-11,Beneficiario,True
90,215,2022-01-22,Titular,True
597,216,2021-10-21,Titular,True
919,217,2022-07-05,Autorizado,False
631,218,2018-09-10,Autorizado,True
621,219,2023-11-23,Titular,False
706,220,2018-02-24,Beneficiario,True
830,221,2023-04-13,Titular,True
835,222,2022-05-22,Titular,True
473,223,2021-06-10,Titular,False
121,224,2020-01-26,Autorizado,False
290,225,2020-05-17,Beneficiario,False
126,226,2019-03-08,Autorizado,True
373,227,2019-09-13,Beneficiario,True
874,228,2019-10-11,Beneficiario,True
408,229,2020-09-25,Titular,True
982,230,2019-05-29,Beneficiario,True
426,231,2022-10-26,Beneficiario,True
246,232,2022-11-15,Autorizado,True
790,233,2023-09-07,Autorizado,True
3,234,2024-07-06,Autorizado,True
697,235,2022-04-26,Autorizado,True
749,236,2023-02-19,Beneficiario,False
468,237,2019-09-11,Autorizado,True
811,238,2021-01-04,Autorizado,False
624,239,2020-03-05,Titular,True
913,240,2022-09-05,Beneficiario,True
544,241,2023-07-21,Titular,False
441,242,2022-07-10,Beneficiario,False
560,243,2020-12-03,Autorizado,False
509,244,2018-01-19,Autorizado,True
948,245,2020-07-30,Beneficiario,False
15,246,2022-09-28,Beneficiario,False
133,247,2023-08-16,Titular,True
437,248,2018-05-11,Titular,True
556,249,2022-06-14,Titular,False
4,250,2020-04-25,Titular,True
463,251,2023-01-18,Autorizado,True
685,252,2021-10-30,Titular,True
398,253,2018-06-18,Titular,False
813,254,2023-12-28,Titular,True
835,255,2020-03-28,Titular,False
399,256,2021-07-30,Autorizado,False
636,257,2019-01-28,Autorizado,True
957,258,2019-03-08,Beneficiario,True
204,259,2021-02-19,Autorizado,True
681,260,2019-10-08,Titular,True
88,261,2019-07-08,Autorizado,True
507,262,2019-05-04,Autorizado,True
34,263,2023-08-14,Autorizado,False
110,264,2024-11-22,Autorizado,True
157,265,2020-03-05,Titular,True
511,266,2021-12-19,Beneficiario,False
336,267,2020-09-14,Autorizado,True
873,268,2024-02-07,Titular,True
127,269,2023-06-09,Titular,True
319,270,2018-12-21,Beneficiario,False
892,271,2018-12-12,Titular,False
771,272,2022-03-27,Beneficiario,True
276,273,2023-08-11,Beneficiario,True
44,274,2020-08-23,Autorizado,True
963,275,2021-12-17,Titular,True
665,276,2022-06-15,Titular,True
726,277,2022-08-08,Autorizado,True
536,278,2019-08-11,Beneficiario,True
61,279,2024-03-11,Autorizado,False
300,280,2019-06-24,Titular,True
256,281,2019-03-06,Autorizado,False
510,282,2019-08-23,Beneficiario,False
591,283,2019-02-11,Titular,True
42,284,2018-06-26,Beneficiario,True
137,285,2018-09-24,Titular,False
850,286,2021-03-30,Titular,True
742,287,2021-08-16,Beneficiario,False
697,288,2024-07-11,Beneficiario,False
193,289,2018-03-14,Beneficiario,True
444,290,2024-11-24,Autorizado,True
209,291,2018-06-02,Autorizado,False
437,292,2023-05-11,Autorizado,True
311,293,2020-01-24,Beneficiario,False
277,294,2022-06-09,Beneficiario,True
661,295,2018-07-23,Autorizado,True
380,296,2022-09-12,Autorizado,True
765,297,2022-05-22,Autorizado,False
259,298,2019-11-03,Titular,True
4,299,2018-06-21,Beneficiario,True
493,300,2023-04-14,Titular,True
824,301,2023-11-23,Autorizado,True
366,302,2018-12-05,Beneficiario,True
879,303,2024-06-27,Titular,True
234,304,2024-12-10,Titular,False
141,305,2019-09-28,Titular,True
757,306,2021-10-29,Autorizado,False
220,307,2022-05-22,Titular,True
419,308,2018-06-12,Beneficiario,True
946,309,2019-12-28,Autorizado,True
645,310,2023-07-11,Beneficiario,False
776,311,2021-08-29,Autorizado,True
103,312,2024-12-29,Autorizado,False
358,313,2023-12-29,Autorizado,False
643,314,2019-12-05,Titular,True
240,315,2019-11-21,Beneficiario,True
472,316,2023-12-23,Titular,True
935,317,2019-12-15,Titular,False
65,318,2020-04-28,Titular,True
180,319,2024-06-12,Beneficiario,False
426,320,2019-12-17,Beneficiario,True
731,321,2018-06-02,Titular,True
609,322,2024-08-24,Autorizado,False
857,323,2020-10-16,Autorizado,False
303,324,2021-04-26,Beneficiario,True
712,325,2021-04-09,Titular,False
932,326,2018-12-16,Autorizado,False
552,327,2022-07-04,Beneficiario,True
557,328,2024-09-24,Beneficiario,True
96,329,2024-02-15,Titular,True
503,330,2023-05-02,Autorizado,False
640,331,2019-12-13,Autorizado,True
698,332,2022-10-22,Titular,True
799,333,2022-08-11,Autorizado,False
169,334,2020-09-18,Beneficiario,True
101,335,2022-01-12,Autorizado,False
767,336,2022-02-06,Autorizado,True
118,337,2021-02-21,Beneficiario,False
559,338,2020-09-26,Autorizado,True
933,339,2022-01-18,Titular,True
44,340,2023-08-10,Autorizado,True
614,341,2018-05-09,Autorizado,False
350,342,2018-08-11,Autorizado,True
387,343,2019-04-19,Beneficiario,True
330,344,2019-01-25,Autorizado,True
385,345,2020-07-18,Beneficiario,False
247,346,2023-08-12,Titular,True
18,347,2020-03-01,Titular,True
275,348,2019-03-27,Beneficiario,False
128,349,2022-09-19,Autorizado,True
265,350,2020-12-19,Titular,True
388,351,2018-07-19,Titular,True
690,352,2022-07-20,Titular,True
661,353,2024-12-06,Autorizado,True
775,354,2020-05-05,Beneficiario,True
984,355,2018-01-30,Beneficiario,True
647,356,2019-12-15,Beneficiario,True
44,357,2024-05-11,Titular,True
192,358,2022-05-08,Autorizado,True
316,359,2019-06-19,Beneficiario,True
835,360,2020-07-17,Titular,True
570,361,2022-04-02,Titular,True
138,362,2018-08-03,Autorizado,True
704,363,2020-02-19,Titular,True
214,364,2018-09-19,Beneficiario,True
726,365,2023-01-13,Titular,False
729,366,2024-07-12,Beneficiario,True
1000,367,2023-03-21,Autorizado,True
415,368,2018-07-09,Beneficiario,True
980,369,2024-10-08,Autorizado,False
98,370,2024-06-03,Beneficiario,True
538,371,2024-03-19,Titular,False
31,372,2018-02-17,Titular,True
858,373,2022-08-19,Beneficiario,True
653,374,2022-01-06,Titular,True
904,375,2020-07-14,Beneficiario,False
138,376,2022-02-20,Titular,True
655,377,2022-11-06,Titular,True
543,378,2020-01-16,Beneficiario,True
835,379,2020-09-09,Autorizado,True
282,380,2019-09-07,Autorizado,True
713,381,2023-11-30,Beneficiario,True
646,382,2019-02-05,Titular,True
439,383,2022-08-24,Beneficiario,False
120,384,2022-10-01,Titular,True
896,385,2021-04-22,Autorizado,True
623,386,2020-03-02,Beneficiario,True
467,387,2022-12-09,Beneficiario,True
787,388,2018-11-29,Autorizado,True
522,389,2024-07-03,Titular,True
497,390,2023-04-13,Titular,True
538,391,2021-10-12,Titular,True
568,392,2019-06-11,Autorizado,True
489,393,2024-12-31,Autorizado,True
240,394,2021-11-25,Titular,True
463,395,2019-05-15,Beneficiario,False
67,396,2023-03-18,Autorizado,False
597,397,2023-11-17,Autorizado,False
385,398,2019-04-18,Beneficiario,False
303,399,2024-03-18,Titular,True
339,400,2023-05-10,Titular,True
999,401,2019-04-10,Titular,True
800,402,2020-11-23,Titular,False
984,403,2020-12-13,Titular,True
408,404,2021-04-14,Autorizado,False
222,405,2021-06-30,Beneficiario,True
334,406,2022-09-02,Beneficiario,True
919,407,2018-11-01,Autorizado,True
984,408,2022-12-23,Titular,False
350,409,2023-04-09,Autorizado,True
368,410,2019-01-14,Autorizado,True
392,411,2022-08-06,Beneficiario,False
494,412,2021-08-08,Beneficiario,True
322,413,2018-08-08,Autorizado,True
796,414,2023-05-03,Autorizado,True
319,415,2020-02-26,Beneficiario,True
230,416,2019-05-16,Autorizado,True
907,417,2023-07-13,Beneficiario,True
77,418,2023-03-06,Titular,True
68,419,2019-03-04,Titular,False
622,420,2018-05-31,Titular,True
182,421,2019-05-30,Beneficiario,True
52,422,2023-12-21,Titular,True
452,423,2023-11-10,Autorizado,False
460,424,2018-12-26,Beneficiario,True
353,425,2018-05-02,Titular,True
946,426,2023-04-10,Autorizado,True
960,427,2022-01-04,Beneficiario,True
465,428,2018-02-20,Titular,True
176,429,2024-05-22,Titular,False
82,430,2021-07-23,Beneficiario,True
168,431,2022-06-22,Autorizado,True
686,432,2022-11-28,Autorizado,True
224,433,2021-04-06,Titular,True
51,434,2022-09-22,Beneficiario,True
302,435,2021-01-15,Autorizado,True
55,436,2021-05-25,Autorizado,False
548,437,2018-10-13,Titular,True
192,438,2023-04-22,Beneficiario,True
604,439,2022-06-10,Beneficiario,True
998,440,2021-01-30,Autorizado,True
704,441,2019-06-04,Titular,True
553,442,2022-10-09,Beneficiario,True
327,443,2018-10-28,Titular,True
720,444,2023-09-25,Beneficiario,True
122,445,2018-08-13,Titular,False
415,446,2024-09-13,Beneficiario,True
386,447,2021-10-16,Autorizado,True
358,448,2020-09-02,Beneficiario,False
344,449,2022-09-27,Beneficiario,True
751,450,2019-08-25,Titular,True
143,451,2021-03-20,Beneficiario,True
792,452,2021-08-23,Titular,True
976,453,2019-02-08,Beneficiario,True
709,454,2024-07-05,Beneficiario,True
257,455,2022-10-28,Titular,True
346,456,2021-03-25,Titular,True
463,457,2020-05-23,Beneficiario,False
946,458,2019-03-03,Titular,False
201,459,2021-04-05,Autorizado,True
463,460,2020-09-18,Autorizado,True
545,461,2018-02-18,Beneficiario,False
866,462,2024-09-17,Autorizado,True
506,463,2023-06-04,Autorizado,True
659,464,2024-06-19,Autorizado,False
276,465,2021-08-08,Beneficiario,False
635,466,2022-03-20,Titular,True
172,467,2024-04-02,Autorizado,True
187,468,2018-02-26,Beneficiario,True
847,469,2021-08-14,Autorizado,True
758,470,2021-03-07,Beneficiario,True
200,471,2023-08-04,Titular,True
267,472,2020-12-31,Autorizado,True
740,473,2022-03-01,Autorizado,False
176,474,2024-10-29,Beneficiario,True
801,475,2022-11-05,Autorizado,True
379,476,2018-05-22,Titular,False
396,477,2022-10-14,Autorizado,True
295,478,2019-10-02,Beneficiario,True
692,479,2018-11-10,Autorizado,False
169,480,2023-06-05,Beneficiario,True
813,481,2020-11-06,Titular,False
334,482,2020-05-27,Beneficiario,True
747,483,2018-12-05,Autorizado,True
867,484,2023-10-25,Beneficiario,False
47,485,2022-06-18,Autorizado,False
789,486,2023-01-08,Beneficiario,False
542,487,2018-03-15,Autorizado,False
751,488,2022-01-08,Titular,False
865,489,2018-03-29,Beneficiario,False
141,490,2021-12-22,Titular,False
333,491,2021-12-05,Beneficiario,False
306,492,2019-09-20,Autorizado,True
759,493,2023-12-14,Beneficiario,True
325,494,2019-09-20,Beneficiario,True
933,495,2023-09-01,Titular,True
955,496,2020-04-21,Autorizado,False
236,497,2024-10-16,Autorizado,True
899,498,2021-03-25,Titular,True
332,499,2019-01-24,Titular,False
187,500,2021-11-19,Beneficiario,True
734,501,2022-04-11,Titular,False
653,502,2023-06-22,Autorizado,False
133,503,2024-11-09,Titular,False
973,504,2023-12-23,Autorizado,False
109,505,2018-08-09,Beneficiario,False
900,506,2020-04-04,Titular,True
9,507,2019-09-07,Autorizado,True
735,508,2023-03-01,Autorizado,True
724,509,2024-10-04,Titular,False
329,510,2019-09-01,Titular,True
159,511,2020-09-15,Titular,True
837,512,2021-09-10,Beneficiario,True
563,513,2023-08-04,Titular,True
704,514,2018-01-10,Autorizado,False
990,515,2020-05-27,Autorizado,True
591,516,2022-10-23,Titular,True
751,517,2019-12-18,Autorizado,True
564,518,2019-04-21,Beneficiario,True
251,519,2020-02-16,Beneficiario,True
316,520,2023-07-28,Autorizado,False
828,521,2023-07-19,Titular,True
592,522,2020-04-05,Beneficiario,False
619,523,2023-07-08,Titular,False
57,524,2023-07-01,Beneficiario,True
737,525,2019-02-19,Autorizado,True
572,526,2019-09-11,Titular,False
374,527,2020-10-31,Titular,True
39,528,2022-12-05,Autorizado,True
703,529,2023-05-25,Beneficiario,True
710,530,2022-02-22,Autorizado,False
404,531,2023-02-09,Titular,False
310,532,2024-11-29,Beneficiario,True
588,533,2021-11-03,Titular,False
893,534,2021-09-10,Autorizado,True
659,535,2021-09-13,Titular,False
204,536,2018-01-09,Autorizado,True
202,537,2022-01-10,Autorizado,False
512,538,2024-02-21,Beneficiario,True
155,539,2024-10-25,Autorizado,False
771,540,2020-07-05,Beneficiario,True
413,541,2020-01-17,Beneficiario,True
33,542,2023-03-01,Autorizado,True
638,543,2023-02-02,Titular,True
214,544,2023-11-03,Autorizado,False
107,545,2019-02-12,Beneficiario,False
24,546,2018-10-20,Titular,False
591,547,2019-09-01,Titular,True
861,548,2021-08-06,Titular,True
860,549,2018-10-29,Titular,False
583,550,2020-04-29,Titular,True
235,551,2018-05-01,Beneficiario,True
563,552,2020-02-08,Beneficiario,False
28,553,2018-07-01,Titular,True
494,554,2022-07-17,Autorizado,True
507,555,2023-11-22,Beneficiario,False
988,556,2019-03-01,Titular,True
130,557,2019-07-26,Autorizado,True
885,558,2020-01-13,Titular,True
888,559,2018-05-17,Autorizado,True
930,560,2020-10-18,Autorizado,True
806,561,2023-04-28,Titular,False
357,562,2024-06-15,Beneficiario,True
862,563,2024-07-23,Titular,True
114,564,2023-05-21,Titular,False
213,565,2021-12-17,Autorizado,True
461,566,2023-10-28,Titular,True
44,567,2024-12-06,Titular,True
607,568,2020-07-11,Titular,True
201,569,2024-03-18,Titular,True
730,570,2022-03-20,Autorizado,True
977,571,2023-10-14,Titular,False
202,572,2024-09-07,Titular,True
541,573,2018-10-04,Beneficiario,True
31,574,2020-08-07,Titular,True
823,575,2024-02-04,Beneficiario,True
911,576,2024-09-17,Autorizado,False
538,577,2020-10-06,Autorizado,True
273,578,2020-03-19,Beneficiario,False
26,579,2021-02-13,Autorizado,True
479,580,2020-08-05,Autorizado,True
557,581,2019-01-28,Titular,True
256,582,2022-12-30,Titular,False
514,583,2020-10-21,Autorizado,True
542,584,2022-06-09,Titular,True
450,585,2022-02-09,Beneficiario,True
392,586,2018-05-08,Beneficiario,True
585,587,2018-03-04,Titular,True
216,588,2020-08-10,Beneficiario,True
117,589,2023-09-11,Autorizado,True
442,590,2020-04-17,Beneficiario,False
926,591,2019-02-19,Autorizado,True
163,592,2023-09-25,Titular,False
924,593,2024-03-24,Titular,False
719,594,2020-08-09,Autorizado,True
86,595,2018-08-26,Titular,False
841,596,2024-01-01,Beneficiario,True
165,597,2023-05-26,Autorizado,False
950,598,2019-11-11,Beneficiario,False
553,599,2023-06-15,Autorizado,True
486,600,2020-06-16,Beneficiario,True
88,601,2022-03-01,Beneficiario,True
512,602,2019-02-15,Beneficiario,True
155,603,2020-06-05,Autorizado,True
603,604,2023-01-02,Titular,True
434,605,2022-08-11,Beneficiario,False
182,606,2023-07-15,Titular,False
363,607,2022-07-03,Titular,True
47,608,2019-01-07,Titular,False
560,609,2018-10-10,Autorizado,True
524,610,2019-01-18,Titular,False
105,611,2021-09-23,Beneficiario,False
560,612,2020-06-21,Titular,False
546,613,2020-09-30,Beneficiario,True
405,614,2019-04-13,Titular,True
436,615,2018-08-22,Titular,True
850,616,2023-07-12,Autorizado,True
615,617,2023-03-26,Titular,True
219,618,2023-06-13,Autorizado,False
45,619,2020-05-15,Titular,True
850,620,2019-02-04,Autorizado,False
269,621,2019-07-16,Titular,True
714,622,2021-03-20,Beneficiario,False
482,623,2019-06-15,Titular,True
265,624,2019-08-13,Titular,True
930,625,2020-01-18,Beneficiario,True
454,626,2021-05-07,Titular,True
638,627,2022-11-03,Autorizado,True
632,628,2023-05-13,Titular,True
320,629,2022-01-15,Beneficiario,True
268,630,2022-10-06,Beneficiario,True
740,631,2024-06-15,Autorizado,False
952,632,2018-04-09,Beneficiario,False
81,633,2020-06-15,Beneficiario,True
790,634,2019-05-06,Titular,True
1000,635,2023-01-19,Titular,False
58,636,2018-05-21,Autorizado,True
587,637,2023-05-07,Autorizado,False
943,638,2024-10-15,Titular,True
442,639,2021-07-09,Autorizado,False
840,640,2021-08-07,Titular,False
349,641,2019-02-09,Autorizado,False
988,642,2022-08-25,Autorizado,False
878,643,2020-12-13,Beneficiario,True
189,644,2022-11-19,Beneficiario,False
343,645,2023-01-04,Autorizado,False
692,646,2024-01-16,Titular,False
186,647,2023-01-06,Beneficiario,True
138,648,2020-01-30,Titular,True
288,649,2020-12-02,Titular,False
655,650,2022-01-20,Titular,True
529,651,2021-08-27,Beneficiario,True
178,652,2021-02-23,Titular,False
280,653,2019-12-15,Titular,True
654,654,2022-06-01,Autorizado,True
542,655,2021-07-18,Autorizado,False
355,656,2024-09-10,Autorizado,True
998,657,2018-05-26,Titular,True
688,658,2020-07-06,Beneficiario,False
771,659,2018-11-18,Beneficiario,True
377,660,2021-11-30,Autorizado,False
79,661,2024-01-17,Titular,True
551,662,2023-05-15,Titular,False
87,663,2018-10-23,Beneficiario,True
301,664,2022-11-11,Beneficiario,True
702,665,2023-10-28,Beneficiario,True
63,666,2018-07-20,Titular,True
732,667,2021-04-18,Titular,True
516,668,2021-04-14,Autorizado,True
13,669,2020-11-09,Beneficiario,True
894,670,2024-12-27,Beneficiario,True
863,671,2023-12-05,Titular,True
687,672,2024-01-03,Beneficiario,True
548,673,2019-11-29,Beneficiario,True
566,674,2018-03-19,Beneficiario,False
127,675,2024-07-07,Autorizado,True
824,676,2021-03-01,Beneficiario,True
323,677,2019-07-06,Beneficiario,True
461,678,2022-09-25,Titular,True
613,679,2020-02-28,Autorizado,True
927,680,2023-04-12,Autorizado,True
534,681,2018-11-21,Titular,False
662,682,2019-04-05,Titular,False
177,683,2019-03-14,Beneficiario,True
46,684,2019-12-26,Autorizado,False
709,685,2022-03-08,Titular,False
31,686,2019-04-27,Beneficiario,False
561,687,2021-09-13,Autorizado,True
296,688,2021-06-16,Titular,True
657,689,2021-10-17,Titular,True
802,690,2018-10-17,Beneficiario,True
603,691,2018-10-19,Autorizado,True
751,692,2021-01-29,Beneficiario,True
837,693,2022-05-06,Titular,True
340,694,2018-06-13,Autorizado,True
685,695,2019-10-03,Autorizado,True
403,696,2019-05-14,Autorizado,True
2,697,2022-07-05,Beneficiario,True
939,698,2019-10-27,Beneficiario,True
16,699,2022-03-20,Titular,True
208,700,2023-09-20,Beneficiario,True
471,701,2021-02-12,Beneficiario,False
920,702,2022-09-14,Beneficiario,True
32,703,2023-08-31,Autorizado,True
80,704,2020-10-26,Autorizado,True
23,705,2018-12-11,Autorizado,False
647,706,2020-07-22,Titular,False
81,707,2018-10-03,Titular,True
803,708,2022-12-24,Autorizado,True
468,709,2021-01-18,Autorizado,False
617,710,2021-02-16,Beneficiario,False
730,711,2024-09-05,Autorizado,True
145,712,2024-06-26,Beneficiario,False
725,713,2021-08-22,Autorizado,True
567,714,2020-12-26,Beneficiario,False
799,715,2024-06-14,Beneficiario,True
376,716,2018-01-21,Autorizado,False
409,717,2021-06-21,Beneficiario,True
471,718,2024-02-08,Beneficiario,True
516,719,2020-08-19,Autorizado,True
92,720,2021-03-30,Autorizado,False
735,721,2023-08-23,Beneficiario,False
957,722,2018-03-16,Autorizado,True
61,723,2020-09-26,Beneficiario,True
381,724,2023-05-10,Beneficiario,True
673,725,2024-06-01,Beneficiario,True
233,726,2023-01-29,Autorizado,True
474,727,2021-08-10,Titular,True
496,728,2019-08-30,Beneficiario,True
320,729,2024-04-24,Titular,False
145,730,2023-02-05,Titular,True
610,731,2019-06-04,Autorizado,False
91,732,2023-01-03,Beneficiario,True
319,733,2022-11-18,Beneficiario,True
47,734,2022-10-08,Autorizado,True
71,735,2018-08-23,Autorizado,False
783,736,2018-12-01,Autorizado,True
883,737,2024-09-29,Titular,True
603,738,2019-11-02,Beneficiario,True
516,739,2019-06-01,Beneficiario,False
817,740,2024-11-08,Titular,True
457,741,2023-01-11,Beneficiario,False
635,742,2023-07-26,Titular,False
188,743,2021-12-25,Beneficiario,True
506,744,2021-07-28,Autorizado,True
86,745,2018-04-18,Autorizado,True
704,746,2022-11-22,Autorizado,True
