id_cuenta,tipo,saldo,fecha_creacion,estado,moneda,limite_diario,id_usuario_principal
166,Empresarial,76427.15,2023-04-11,False,MXN,47532.07,895
167,Corriente,394153.83,2019-04-12,True,MXN,18919.79,445
168,Corriente,75604.22,2017-01-23,True,GTQ,1803.08,484
169,Corriente,135517.95,2017-03-21,True,MXN,20219.36,311
170,Nómina,138907.03,2017-02-17,False,COP,36462.73,444
171,Empresarial,473670.71,2016-10-16,False,GTQ,18315.1,109
172,Ahorro,476479.86,2022-12-01,False,COP,15176.77,241
173,Nómina,471674.66,2024-01-05,True,MXN,25034.84,980
174,Inversión,315791.15,2018-10-18,True,COP,22020.87,125
175,Nómina,64801.1,2018-02-28,True,EUR,40549.09,885
176,Corriente,184846.81,2020-04-23,True,GTQ,22906.83,428
177,Corriente,104807.05,2018-08-29,True,EUR,32059.7,924
178,Empresarial,393424.39,2021-03-23,True,COP,39897.08,716
179,Corriente,450937.72,2018-08-11,True,COP,30859.97,833
180,Corriente,244345.1,2020-04-08,True,EUR,26037.06,98
181,Empresarial,375121.14,2021-12-29,True,GTQ,26932.54,474
182,Nómina,450225.23,2023-03-01,True,GTQ,23024.76,797
183,Corriente,395661.66,2018-02-05,True,EUR,42540.87,61
184,Empresarial,123368.15,2022-02-06,True,EUR,18452.27,636
185,Empresarial,280982.76,2023-10-15,True,EUR,24750.19,322
186,Nómina,441618.43,2017-03-30,True,COP,30648.99,303
187,Ahorro,367773.89,2017-03-09,True,USD,39744.76,434
188,Ahorro,149158.69,2017-04-16,True,EUR,2238.9,668
189,Empresarial,39446.97,2020-03-19,True,MXN,31668.6,569
190,Corriente,296963.15,2023-07-04,True,GTQ,46908.25,467
191,Inversión,98970.57,2021-10-20,False,EUR,8982.15,132
192,Inversión,478057.17,2016-05-22,True,EUR,28076.18,378
193,Corriente,157702.84,2023-01-30,False,COP,2247.8,445
194,Inversión,197829.3,2018-08-30,True,EUR,16876.69,775
195,Nómina,19786.8,2020-09-26,True,USD,25337.15,950
196,Ahorro,70041.73,2016-02-23,True,USD,5501.11,369
197,Inversión,169145.21,2019-08-18,True,GTQ,25130.33,559
198,Ahorro,262387.2,2022-03-13,False,USD,27856.78,92
199,Corriente,224304.22,2016-04-17,True,USD,12724.0,661
200,Nómina,12210.18,2022-03-18,True,MXN,3077.35,225
201,Corriente,474988.01,2024-10-05,True,COP,16653.49,397
202,Empresarial,9725.94,2023-08-02,True,MXN,2152.14,732
203,Empresarial,275060.54,2015-06-14,True,COP,2764.27,236
204,Nómina,245783.38,2018-12-02,True,COP,44200.7,522
205,Corriente,198651.03,2016-09-15,True,COP,14789.44,570
206,Inversión,255488.72,2016-10-16,True,COP,13557.63,201
207,Inversión,448974.27,2019-05-28,True,EUR,23130.84,457
208,Nómina,483870.61,2022-07-14,False,USD,10056.77,43
209,Empresarial,402337.44,2023-05-01,True,USD,38228.2,754
210,Inversión,416481.56,2022-07-24,True,COP,41075.15,370
211,Empresarial,27278.34,2022-01-08,True,COP,44620.12,864
212,Inversión,108481.35,2015-04-08,True,GTQ,11604.75,186
213,Inversión,103255.71,2023-01-27,False,EUR,23436.33,401
214,Nómina,376953.94,2020-07-06,False,COP,30240.28,815
215,Corriente,38929.3,2016-03-15,True,GTQ,31344.56,878
216,Ahorro,473398.88,2015-01-01,True,MXN,19689.62,582
217,Corriente,48706.61,2019-02-16,True,USD,48576.07,760
218,Inversión,38142.14,2019-09-07,True,EUR,38751.74,921
219,Ahorro,151094.85,2017-12-12,False,USD,6895.93,652
220,Ahorro,440157.25,2020-05-05,True,GTQ,6516.75,743
221,Corriente,227676.76,2024-12-09,True,EUR,2105.39,577
222,Empresarial,31735.59,2022-10-04,True,USD,4192.73,695
223,Empresarial,15046.07,2020-07-30,False,MXN,21208.79,997
224,Ahorro,288422.67,2015-06-30,True,EUR,35785.19,737
225,Empresarial,101429.05,2017-12-30,True,EUR,48196.29,193
226,Corriente,344868.63,2024-02-02,True,GTQ,43802.52,856
227,Empresarial,279516.3,2022-11-19,False,USD,36062.9,761
228,Ahorro,143329.9,2015-12-29,True,MXN,41215.0,558
229,Corriente,186696.4,2019-03-01,True,EUR,37024.55,356
230,Empresarial,87063.97,2019-07-04,True,MXN,49192.13,786
231,Inversión,73901.83,2022-07-18,False,COP,20983.46,985
232,Empresarial,43314.14,2017-11-03,True,EUR,46311.23,661
233,Empresarial,225439.3,2021-01-17,True,GTQ,17829.23,941
234,Corriente,299436.39,2021-01-21,True,COP,7836.54,836
235,Corriente,412360.28,2019-06-12,True,MXN,44155.43,514
236,Nómina,21085.01,2016-03-01,True,EUR,46790.76,681
237,Corriente,369881.66,2022-09-02,True,MXN,6729.15,750
238,Inversión,274270.51,2019-06-06,False,USD,29273.95,768
239,Empresarial,343931.69,2016-03-11,True,MXN,8629.36,711
240,Corriente,358129.32,2023-11-25,True,MXN,8073.42,74
241,Inversión,120992.49,2019-07-22,True,USD,27556.38,99
242,Corriente,11850.46,2015-05-08,True,GTQ,11147.28,848
243,Ahorro,33604.22,2020-01-28,True,MXN,47298.86,678
244,Empresarial,5383.17,2021-09-13,True,EUR,19999.62,214
245,Inversión,214319.09,2021-08-12,False,COP,30073.47,696
246,Empresarial,488509.03,2020-08-09,True,EUR,2520.98,718
247,Empresarial,430601.32,2019-04-21,True,MXN,34740.97,636
248,Inversión,474566.24,2022-09-06,False,GTQ,19618.4,986
249,Empresarial,379548.83,2015-12-22,False,EUR,27643.01,85
250,Corriente,362166.89,2023-01-10,True,MXN,19612.7,346
251,Corriente,301844.01,2020-04-06,True,EUR,16180.87,796
252,Empresarial,108356.02,2019-08-09,True,GTQ,34507.37,608
253,Ahorro,467775.54,2019-12-26,True,COP,9880.43,282
254,Nómina,194150.24,2021-01-03,True,EUR,29697.39,715
255,Nómina,245600.39,2020-01-25,True,USD,2951.01,616
256,Inversión,213423.13,2022-09-14,True,GTQ,10757.03,498
257,Corriente,2945.68,2023-09-13,True,MXN,3149.86,188
258,Corriente,170101.2,2022-08-29,False,USD,35977.57,828
259,Ahorro,50858.71,2016-07-24,True,COP,28575.77,449
260,Empresarial,183401.15,2022-11-02,False,GTQ,35712.03,920
261,Inversión,317452.52,2016-03-11,False,MXN,2643.31,447
262,Nómina,351053.68,2015-10-02,True,GTQ,13876.0,972
263,Inversión,237365.3,2020-09-08,True,USD,6929.53,166
264,Ahorro,285253.27,2022-06-15,True,MXN,33333.24,560
265,Inversión,278728.5,2020-05-11,True,USD,29523.91,119
266,Nómina,19973.91,2017-04-09,True,EUR,7527.53,719
267,Empresarial,5695.69,2015-09-03,True,GTQ,26703.59,273
268,Nómina,265306.6,2018-05-27,True,EUR,46115.85,882
269,Empresarial,400632.52,2017-02-11,False,MXN,24457.98,102
270,Corriente,193989.98,2022-02-07,True,USD,33687.04,879
271,Nómina,72786.77,2023-07-13,True,MXN,26155.84,75
272,Nómina,82449.89,2022-01-11,False,EUR,46942.82,848
273,Inversión,203255.09,2023-06-09,False,GTQ,43662.77,800
274,Empresarial,13929.85,2022-07-14,True,MXN,23041.59,857
275,Corriente,374329.39,2016-06-05,False,COP,47520.01,522
276,Empresarial,323055.88,2023-06-22,True,USD,30349.96,295
277,Empresarial,386572.27,2019-11-08,True,MXN,4250.36,87
278,Corriente,386481.74,2015-06-13,True,EUR,20270.1,476
279,Inversión,151818.09,2021-01-01,True,EUR,42913.57,482
280,Nómina,243944.98,2023-06-30,True,MXN,17516.69,709
281,Empresarial,487615.8,2020-12-22,True,EUR,31826.95,957
282,Inversión,437388.28,2021-08-31,True,EUR,46414.17,332
283,Corriente,283050.86,2018-11-28,True,USD,41461.03,531
284,Empresarial,139333.22,2021-09-14,False,USD,38647.39,912
285,Corriente,401141.99,2022-09-20,True,USD,34668.07,371
286,Nómina,276496.31,2017-04-17,False,COP,26485.52,121
287,Inversión,319333.82,2017-04-22,True,USD,44476.39,830
288,Empresarial,187561.81,2019-05-24,False,EUR,46691.71,471
289,Nómina,170765.58,2017-11-09,True,EUR,7097.03,386
290,Nómina,491935.4,2015-01-14,True,USD,40787.57,261
291,Empresarial,227434.81,2021-03-05,True,COP,28805.23,204
292,Inversión,25591.42,2019-10-18,False,COP,6295.88,448
293,Empresarial,156639.68,2016-07-26,True,GTQ,18705.41,821
294,Ahorro,20613.2,2015-10-15,True,GTQ,27876.04,275
295,Corriente,391956.93,2023-05-02,False,USD,2956.93,677
296,Nómina,30033.95,2016-04-01,True,COP,36259.03,292
297,Empresarial,120416.07,2017-06-21,True,COP,18324.02,243
298,Corriente,11574.74,2021-07-20,True,USD,9420.27,990
299,Empresarial,101650.29,2021-11-29,True,USD,5467.71,759
300,Nómina,489338.38,2018-01-09,False,GTQ,5688.5,866
301,Empresarial,110564.65,2020-02-26,True,USD,45963.65,287
302,Ahorro,1683.86,2022-07-12,True,MXN,29402.24,615
303,Empresarial,223137.99,2017-08-09,True,GTQ,21018.2,455
304,Empresarial,75277.73,2024-12-16,False,COP,37784.01,24
305,Nómina,382551.41,2017-04-20,False,MXN,39689.8,537
306,Inversión,161107.8,2020-08-06,False,MXN,30721.14,382
307,Corriente,351757.85,2021-09-27,False,USD,39615.43,213
308,Corriente,157174.47,2019-07-18,True,USD,36031.76,921
309,Corriente,189784.09,2024-11-04,False,GTQ,34638.12,577
310,Corriente,322774.08,2015-09-22,False,GTQ,20054.62,354
311,Inversión,190547.37,2020-07-03,False,MXN,45550.21,92
312,Empresarial,127537.37,2017-07-25,True,EUR,45668.33,267
313,Empresarial,79133.29,2017-06-16,True,GTQ,48978.91,374
314,Ahorro,380379.05,2016-01-04,True,GTQ,31157.05,567
315,Ahorro,125270.52,2020-11-21,True,MXN,8302.44,146
316,Empresarial,139328.88,2017-01-31,True,MXN,16268.32,534
317,Ahorro,115984.64,2016-01-13,True,COP,33076.47,804
318,Corriente,144192.67,2020-04-10,False,USD,12576.02,828
319,Corriente,301356.91,2015-11-12,True,GTQ,14183.16,802
320,Corriente,267023.27,2023-09-27,False,COP,38282.15,741
321,Corriente,76444.03,2017-02-04,True,GTQ,16948.42,176
322,Inversión,256671.63,2015-03-26,True,MXN,7612.51,50
323,Empresarial,78039.11,2016-06-25,True,COP,41879.72,588
324,Inversión,231256.37,2020-02-07,True,GTQ,35958.05,166
325,Nómina,377281.36,2015-10-02,False,USD,1028.1,472
326,Nómina,399439.14,2022-08-07,False,COP,27531.98,414
327,Nómina,233363.44,2022-04-05,True,COP,29296.12,858
328,Empresarial,375840.47,2020-11-14,False,USD,25654.47,512
329,Corriente,402438.88,2017-04-27,True,COP,49741.01,863
330,Inversión,57856.54,2019-08-17,False,MXN,15676.38,25
331,Inversión,243662.07,2023-06-01,True,USD,22341.34,654
332,Corriente,225025.22,2021-08-15,True,EUR,20421.68,146
333,Ahorro,450261.74,2019-12-04,True,MXN,20562.72,730
334,Empresarial,185846.4,2017-04-18,False,USD,21374.2,53
335,Corriente,473867.94,2022-03-06,True,EUR,19327.75,359
336,Empresarial,454705.08,2024-12-12,False,GTQ,30313.59,364
337,Nómina,275848.2,2015-06-15,False,GTQ,18271.64,199
338,Inversión,461000.45,2016-11-10,True,GTQ,8151.01,729
339,Nómina,134877.34,2015-04-12,True,COP,19192.06,460
340,Empresarial,167087.06,2021-11-15,False,EUR,31466.86,292
341,Inversión,25553.08,2020-10-18,True,MXN,38166.13,444
342,Nómina,18174.35,2023-09-28,True,USD,46714.43,387
343,Inversión,330342.07,2019-12-07,True,USD,7968.35,937
344,Corriente,46685.48,2019-04-22,True,MXN,11791.64,46
345,Inversión,6156.16,2016-06-28,True,MXN,28895.45,428
346,Corriente,213513.05,2021-05-16,True,USD,1027.78,68
347,Corriente,429434.44,2017-12-23,False,GTQ,11735.63,938
348,Corriente,462418.41,2020-07-14,True,GTQ,33801.44,832
349,Inversión,308437.5,2019-03-05,False,EUR,29275.13,562
350,Inversión,315799.11,2018-08-30,True,COP,26482.37,286
351,Nómina,389170.23,2017-10-01,True,GTQ,22259.79,279
352,Inversión,469976.03,2018-05-16,False,MXN,3513.04,606
353,Inversión,400856.73,2017-11-21,True,USD,28195.69,865
354,Corriente,440385.0,2017-10-15,False,USD,46376.53,715
355,Nómina,252971.24,2019-08-18,False,MXN,28762.07,307
356,Ahorro,121322.85,2021-12-27,False,GTQ,38973.34,949
357,Ahorro,217868.15,2024-02-21,False,USD,21296.92,32
358,Inversión,468803.25,2016-04-29,True,USD,24839.48,504
359,Empresarial,294252.77,2019-07-19,False,USD,15036.91,626
360,Corriente,168122.03,2021-09-15,True,COP,19465.53,85
361,Ahorro,41139.22,2023-12-06,True,USD,27478.15,505
362,Ahorro,467193.69,2023-11-25,True,GTQ,1102.28,182
363,Ahorro,66828.3,2024-06-17,True,EUR,33636.85,90
364,Ahorro,82694.26,2018-06-22,True,GTQ,2908.17,597
365,Ahorro,494093.52,2021-11-21,True,USD,39687.59,919
366,Empresarial,412113.04,2020-07-01,True,EUR,30075.14,631
367,Nómina,35934.49,2021-11-14,True,USD,4182.18,621
368,Inversión,78781.28,2023-09-14,True,MXN,30717.7,706
369,Inversión,16113.67,2024-07-22,True,USD,35050.53,830
370,Empresarial,179440.09,2020-09-15,True,EUR,33020.98,835
371,Empresarial,209043.0,2017-08-21,True,EUR,11316.82,473
372,Corriente,351646.98,2015-05-31,True,GTQ,29796.47,121
373,Corriente,53926.48,2020-01-13,True,USD,36415.72,290
374,Inversión,343894.13,2021-06-30,True,MXN,22331.41,126
375,Nómina,364717.29,2018-05-24,True,MXN,33152.9,373
376,Corriente,195458.06,2018-11-14,True,GTQ,2537.6,874
377,Inversión,194840.58,2024-02-11,False,MXN,33258.14,408
378,Inversión,224861.16,2024-02-24,True,MXN,33261.84,982
379,Nómina,434080.12,2017-01-23,True,USD,47760.19,426
380,Ahorro,243498.41,2018-10-02,True,GTQ,44326.74,246
381,Nómina,302000.52,2018-02-12,True,USD,21475.64,790
382,Ahorro,315805.83,2022-12-23,True,COP,19278.17,3
383,Ahorro,241450.9,2024-03-30,True,USD,8242.49,697
384,Nómina,136795.67,2019-05-20,True,MXN,38715.88,749
385,Ahorro,227530.75,2023-01-24,True,COP,49842.72,468
386,Ahorro,142314.39,2015-03-15,False,COP,31725.09,811
387,Ahorro,237311.33,2024-11-06,False,MXN,45791.16,624
388,Nómina,115549.52,2018-07-14,True,MXN,13970.32,913
389,Ahorro,408386.46,2022-06-30,True,MXN,14002.93,544
390,Corriente,20368.02,2024-03-18,False,USD,20452.03,441
391,Ahorro,479322.86,2023-12-31,True,COP,40906.81,560
392,Empresarial,8270.07,2024-09-27,True,COP,33502.4,509
393,Nómina,106785.94,2022-06-01,True,GTQ,42906.46,948
394,Empresarial,280421.28,2018-09-07,True,COP,33149.02,15
395,Empresarial,39930.48,2022-04-03,True,MXN,2013.85,133
396,Inversión,84594.41,2018-04-12,True,MXN,8931.21,437
397,Corriente,364607.98,2019-01-20,True,EUR,16165.13,556
398,Nómina,319547.4,2015-11-09,True,GTQ,42798.48,4
399,Corriente,33084.54,2023-08-22,True,USD,6555.17,463
400,Inversión,60807.38,2023-08-04,False,COP,6982.78,685
401,Nómina,139222.45,2015-12-08,True,GTQ,18308.77,398
402,Corriente,272697.7,2017-10-22,True,COP,40414.39,813
403,Ahorro,496062.28,2016-10-26,True,EUR,8856.65,835
404,Nómina,97165.8,2023-06-29,True,GTQ,17668.86,399
405,Empresarial,51874.34,2020-09-29,False,USD,9208.63,636
406,Empresarial,386754.34,2023-05-21,True,USD,41891.05,957
407,Empresarial,278773.14,2020-02-19,False,EUR,32483.84,204
408,Ahorro,18286.1,2017-02-09,True,COP,18415.65,681
409,Inversión,324393.54,2019-08-30,True,EUR,43238.34,88
410,Corriente,421526.89,2021-09-01,True,COP,7652.74,507
411,Nómina,498068.23,2023-02-21,True,GTQ,31622.38,34
412,Inversión,123094.18,2021-01-08,False,EUR,2908.0,110
413,Ahorro,469530.4,2022-06-16,True,EUR,40968.97,157
414,Inversión,170036.6,2019-08-15,True,COP,18825.48,511
415,Inversión,369340.34,2019-07-25,True,GTQ,49081.44,336
416,Corriente,355928.97,2024-10-01,True,COP,30542.41,873
417,Ahorro,181329.83,2016-01-25,True,EUR,16597.27,127
418,Corriente,288248.04,2021-07-12,True,USD,3404.86,319
419,Nómina,377444.83,2024-08-20,True,COP,46825.26,892
420,Nómina,148673.48,2021-03-12,True,GTQ,44870.96,771
421,Ahorro,156014.91,2024-11-05,False,GTQ,33236.98,276
422,Ahorro,68532.13,2016-01-22,True,GTQ,44678.72,44
423,Empresarial,404769.34,2019-07-21,True,EUR,8781.54,963
424,Nómina,447522.76,2017-10-11,True,EUR,9250.61,665
425,Nómina,350378.66,2016-03-01,True,MXN,11702.48,726
426,Corriente,84767.85,2024-03-21,True,MXN,1259.04,536
427,Inversión,288387.71,2023-03-09,True,MXN,27830.62,61
428,Empresarial,105582.66,2022-06-24,False,USD,41426.24,300
429,Inversión,68191.63,2021-08-16,False,COP,15095.47,256
430,Nómina,428084.38,2016-05-25,False,EUR,32768.54,510
431,Ahorro,488910.14,2019-07-20,True,EUR,34873.7,591
432,Corriente,407241.67,2021-07-04,True,USD,7489.98,42
