id_usuario,id_dispositivo,fecha_uso,frecuencia,activo
102,462,2023-04-14,171,False
102,424,2024-12-17,85,True
103,456,2022-05-01,83,False
103,113,2025-01-14,40,True
103,91,2025-08-16,31,True
104,92,2025-08-30,137,True
105,134,2022-02-08,123,True
105,593,2022-08-04,71,True
106,383,2024-04-28,110,True
106,418,2024-04-04,187,True
106,386,2022-01-20,24,False
107,56,2023-07-08,61,True
107,2,2022-06-16,1,True
108,381,2023-12-02,117,True
108,312,2024-08-03,95,True
109,405,2024-01-13,191,True
109,198,2022-10-13,151,False
109,489,2024-09-09,78,True
110,346,2022-01-06,111,False
111,22,2022-11-08,62,True
111,56,2025-06-07,77,True
112,191,2022-08-29,80,False
112,497,2025-07-27,6,True
112,101,2024-02-08,86,True
113,226,2022-01-26,83,True
113,304,2022-12-04,140,False
114,503,2025-12-23,136,True
115,428,2022-11-02,149,True
115,64,2025-03-24,167,True
115,115,2023-12-22,15,True
116,52,2024-06-03,102,True
117,56,2023-03-28,111,True
117,60,2023-11-11,148,True
118,122,2022-09-02,118,False
118,588,2025-08-03,175,True
119,442,2025-10-13,52,True
119,590,2023-08-07,106,True
120,582,2025-06-27,100,False
121,563,2024-08-02,70,False
122,71,2022-11-01,39,False
122,524,2023-03-25,5,False
123,502,2025-01-13,133,True
123,481,2024-07-15,145,False
123,521,2024-10-30,40,True
124,467,2023-12-15,160,True
125,402,2025-01-06,176,True
125,182,2024-07-04,65,False
125,192,2025-11-26,60,True
126,584,2025-12-31,113,True
127,264,2024-09-26,86,False
127,364,2022-02-02,30,True
128,394,2024-07-15,39,False
129,90,2022-05-15,84,True
129,457,2024-12-04,17,True
129,19,2025-01-02,41,False
130,301,2024-04-10,79,False
131,122,2025-08-05,62,True
131,82,2024-05-10,84,True
131,582,2023-07-25,172,False
132,222,2025-09-15,28,True
133,419,2025-08-01,61,True
133,552,2022-06-25,58,True
133,65,2024-01-17,28,False
134,77,2025-12-23,62,True
134,595,2022-02-17,7,True
134,451,2025-05-01,13,True
135,313,2023-07-31,154,True
135,62,2023-12-12,175,False
136,337,2022-07-21,155,True
137,262,2022-11-15,127,False
137,579,2022-07-10,181,False
137,75,2025-06-28,176,True
138,548,2025-05-06,14,True
138,513,2024-05-22,174,True
139,433,2024-12-06,19,True
139,316,2022-06-15,110,False
139,437,2024-03-07,25,True
140,478,2025-11-03,39,False
140,285,2022-12-01,1,True
141,52,2025-02-14,8,True
141,532,2023-12-07,142,True
142,12,2023-06-07,160,False
142,492,2024-09-19,183,False
143,331,2025-12-08,124,True
143,292,2022-01-14,9,True
143,61,2023-02-09,22,True
144,533,2024-04-27,24,True
145,572,2025-05-31,112,True
145,156,2025-11-06,80,False
146,480,2024-05-08,68,False
146,103,2025-06-03,70,False
147,519,2023-03-10,47,True
147,78,2025-05-11,147,True
148,11,2022-10-07,104,True
149,269,2025-06-29,35,True
150,498,2025-11-29,195,True
150,57,2024-12-24,84,False
151,170,2024-05-15,130,True
151,241,2025-06-17,169,False
152,380,2023-06-25,51,False
152,285,2023-06-09,138,True
153,247,2024-12-06,163,True
154,124,2023-10-04,166,True
155,416,2025-05-17,71,True
155,380,2022-07-30,54,False
156,372,2024-01-25,64,True
156,210,2024-08-21,93,True
156,517,2023-03-18,157,True
157,121,2024-08-05,82,True
158,154,2025-10-27,184,True
158,151,2023-07-25,61,True
159,149,2022-07-16,190,True
159,583,2023-12-17,190,True
159,590,2024-06-04,84,True
160,565,2022-01-14,126,True
161,383,2022-02-08,4,True
162,266,2025-11-15,84,True
162,536,2022-04-01,79,False
162,175,2025-06-09,75,True
163,555,2022-11-23,133,True
163,192,2024-01-19,189,True
164,452,2023-01-04,148,True
164,463,2022-02-17,197,True
164,162,2025-07-14,164,True
165,475,2023-03-22,98,True
165,537,2022-05-04,95,True
165,552,2022-09-30,174,True
166,148,2023-02-20,181,False
166,85,2024-04-17,118,True
167,66,2022-06-22,95,True
168,461,2022-02-20,199,True
169,98,2023-08-08,114,True
169,346,2024-02-17,179,False
170,432,2023-03-10,189,True
170,92,2023-04-30,113,False
170,551,2024-08-25,3,False
171,341,2023-05-24,130,True
172,598,2025-02-01,190,True
172,181,2025-12-13,39,False
172,229,2025-09-11,157,True
173,464,2025-11-09,192,True
173,200,2025-08-14,125,True
174,296,2023-11-12,30,True
174,336,2024-02-25,40,True
175,13,2025-01-14,169,True
176,418,2023-06-10,174,True
176,135,2025-04-19,145,False
177,396,2022-09-07,54,False
177,59,2024-07-05,20,False
177,386,2022-04-01,187,True
178,208,2025-05-24,154,True
178,349,2022-06-02,10,True
178,542,2023-02-13,133,False
179,145,2022-05-25,98,True
180,529,2024-02-13,4,True
180,190,2024-09-19,130,True
180,508,2022-08-05,193,True
181,432,2025-08-26,49,False
182,369,2024-02-11,154,True
183,426,2022-12-27,81,False
183,36,2025-11-07,149,True
183,308,2022-05-31,36,True
184,173,2025-01-25,136,False
184,597,2025-10-14,1,False
185,527,2024-11-28,99,True
185,538,2022-05-21,24,True
185,472,2022-07-23,73,False
186,179,2023-02-23,181,True
186,27,2023-05-16,200,True
186,524,2022-03-02,130,False
187,572,2025-09-18,130,True
187,268,2023-07-12,54,True
188,116,2023-02-11,45,True
189,507,2024-10-12,107,True
189,573,2023-04-04,199,True
189,78,2025-11-01,130,True
190,239,2024-11-15,77,False
190,247,2022-04-06,198,False
191,584,2024-09-26,85,True
191,525,2023-06-20,46,True
192,125,2025-02-12,195,True
192,68,2024-12-12,192,True
192,286,2024-08-05,43,False
193,234,2022-08-03,32,True
194,366,2025-06-21,178,True
194,317,2024-03-04,2,True
195,135,2025-11-06,55,True
196,74,2024-09-29,136,True
197,18,2023-09-24,46,False
197,251,2022-10-15,127,True
198,558,2025-02-03,24,True
198,546,2023-10-13,157,True
198,25,2024-04-28,56,True
199,120,2024-02-20,89,True
199,465,2022-12-09,102,True
200,581,2022-07-30,3,False
200,353,2023-04-07,25,True
200,20,2022-05-23,118,False
201,186,2023-10-26,17,True
201,407,2025-07-29,44,True
201,200,2025-01-17,167,True
202,221,2025-09-18,115,True
203,31,2025-03-04,168,False
204,320,2022-01-11,20,True
205,397,2022-06-18,181,True
205,413,2022-03-15,120,True
206,503,2022-11-17,10,False
207,290,2024-01-17,13,False
207,586,2025-02-03,2,True
207,210,2025-11-13,176,True
208,247,2023-02-28,93,True
209,412,2025-12-25,48,True
210,334,2022-05-20,10,True
211,279,2024-02-13,31,True
211,251,2022-03-14,93,False
211,77,2023-11-24,26,True
212,129,2022-03-02,152,True
213,208,2022-04-23,151,True
213,301,2022-01-01,123,True
214,207,2023-11-24,146,False
215,430,2024-04-29,87,True
215,243,2025-02-27,13,True
215,394,2023-04-07,170,False
216,493,2023-07-24,52,True
216,104,2025-04-19,82,False
217,12,2022-02-26,142,True
218,402,2022-10-18,175,True
219,370,2022-03-31,24,False
219,318,2024-05-31,133,True
220,125,2023-07-03,101,True
220,6,2022-02-06,58,False
220,262,2025-07-20,95,True
221,298,2024-03-06,191,True
221,166,2022-05-01,26,False
221,109,2025-08-15,154,True
222,219,2022-12-13,1,True
223,357,2022-08-04,154,False
223,561,2025-05-21,2,True
224,17,2025-05-01,29,True
224,358,2022-03-08,117,True
224,123,2025-03-30,42,True
225,485,2025-07-22,91,True
225,288,2024-04-01,25,True
226,164,2025-09-17,38,False
226,528,2025-07-08,73,True
226,442,2023-12-10,109,False
227,572,2025-08-01,128,True
227,11,2022-10-19,1,True
227,570,2024-09-22,21,True
228,393,2025-10-11,87,True
229,500,2024-02-11,193,True
229,91,2023-06-02,75,True
230,481,2022-08-24,176,False
230,449,2023-08-29,87,True
230,66,2023-08-31,94,False
231,364,2022-02-01,144,True
231,51,2022-10-25,161,False
232,437,2025-04-08,90,True
233,201,2023-10-08,109,True
233,139,2024-07-08,177,True
234,261,2023-02-21,106,False
234,96,2022-03-19,157,True
234,580,2024-12-02,41,True
235,59,2025-08-13,134,True
235,271,2025-12-24,111,False
236,453,2022-03-26,39,True
236,429,2022-01-13,113,True
237,504,2022-05-02,110,True
238,178,2024-01-14,44,True
239,208,2025-09-15,169,True
239,193,2023-06-06,191,True
240,432,2023-01-17,48,False
240,29,2025-03-25,89,True
241,504,2024-01-28,69,False
242,99,2024-03-06,64,True
243,38,2023-12-20,198,False
243,275,2025-02-09,43,False
243,117,2024-07-01,49,False
244,217,2025-06-05,191,True
245,106,2022-02-23,195,False
245,168,2025-04-13,109,False
245,363,2024-06-07,28,True
246,392,2023-08-07,99,True
247,419,2024-09-09,97,True
247,475,2025-02-10,92,True
247,174,2023-11-09,13,False
248,362,2022-04-29,191,False
248,80,2025-08-21,79,True
249,595,2025-03-02,40,True
249,480,2022-02-01,149,False
249,175,2024-11-19,111,True
250,148,2024-12-02,89,False
251,110,2023-05-29,62,False
251,157,2023-10-23,175,True
252,12,2023-05-20,48,False
253,555,2024-04-18,87,False
253,121,2025-01-04,196,True
253,577,2024-12-19,10,True
254,543,2023-02-25,155,True
255,200,2022-01-31,111,True
255,225,2022-01-31,188,False
256,231,2022-04-19,59,False
256,540,2023-08-16,5,True
256,442,2025-07-29,122,True
257,146,2025-11-26,177,True
257,596,2025-08-17,32,False
258,337,2022-01-27,126,True
259,470,2022-03-13,155,True
259,497,2023-08-24,195,True
259,357,2025-12-18,72,True
260,120,2023-09-26,64,False
260,466,2024-06-07,121,True
261,313,2023-05-19,30,False
261,326,2024-02-03,106,True
261,435,2025-05-30,81,False
262,168,2025-02-27,97,True
262,419,2023-04-10,43,False
263,224,2022-12-09,68,True
263,501,2022-03-29,49,False
264,81,2025-03-15,171,True
264,335,2024-04-17,104,True
264,112,2023-06-28,17,False
265,316,2023-01-27,6,True
266,531,2025-08-28,60,True
266,592,2024-11-04,114,True
267,561,2022-06-25,165,False
267,442,2022-03-10,91,False
267,89,2025-04-09,27,True
268,164,2025-10-26,69,True
269,439,2023-05-08,114,True
270,221,2024-08-05,64,False
270,47,2022-05-18,56,True
270,539,2023-06-23,50,True
271,193,2023-12-07,173,True
272,123,2024-06-14,192,False
272,147,2024-04-27,32,True
272,112,2023-08-11,119,True
273,26,2024-06-30,53,True
274,552,2024-09-13,193,True
274,353,2023-10-02,31,True
275,358,2024-05-05,79,True
275,199,2022-05-12,167,True
276,525,2024-12-29,84,False
276,181,2024-04-08,104,True
277,20,2022-01-29,140,False
277,536,2025-05-22,69,True
278,200,2022-04-03,32,True
278,561,2025-09-29,94,True
278,520,2022-08-02,104,True
279,11,2024-11-29,136,True
279,271,2022-05-21,131,False
280,39,2025-10-06,34,True
280,292,2024-04-03,184,True
280,570,2024-12-15,44,True
281,479,2023-02-25,68,False
282,35,2025-01-21,118,True
282,445,2023-02-17,21,True
283,200,2025-11-13,24,False
283,88,2023-01-25,116,True
283,156,2025-04-22,189,True
284,8,2023-09-18,87,True
284,235,2022-01-07,199,False
284,538,2023-04-16,71,False
285,83,2024-04-02,74,True
286,262,2025-04-04,48,False
286,489,2023-02-09,144,False
287,569,2022-07-16,53,True
287,487,2025-08-22,34,False
288,500,2025-11-25,200,False
289,572,2022-06-03,94,True
290,594,2023-01-15,94,False
291,548,2023-05-26,9,True
291,91,2023-02-14,102,True
291,65,2024-04-15,14,False
292,251,2024-10-28,80,True
293,485,2024-12-03,117,True
293,14,2022-11-13,131,True
293,318,2025-05-09,4,True
294,424,2025-11-16,176,True
295,522,2022-05-26,1,True
295,32,2023-05-24,151,True
295,428,2024-09-11,138,True
296,544,2024-11-11,172,True
297,227,2025-05-17,166,False
297,337,2025-07-22,146,True
298,570,2022-11-14,48,True
299,530,2022-07-17,71,True
299,586,2023-12-15,64,False
299,325,2023-05-17,199,True
300,529,2022-11-01,63,True
300,44,2024-06-17,43,False
300,308,2024-11-13,107,True
301,88,2023-11-29,111,False
301,164,2023-04-19,14,False
301,399,2024-10-17,142,True
302,590,2023-07-27,99,True
303,87,2023-07-22,181,True
304,575,2022-01-02,66,True
305,108,2022-11-21,10,False
305,207,2024-05-09,33,True
306,458,2023-09-22,129,True
306,413,2023-01-16,55,True
306,558,2025-08-17,143,True
307,72,2024-09-09,57,True
307,463,2024-07-29,105,True
307,426,2023-01-21,157,False
308,340,2025-08-04,17,False
308,246,2024-04-14,143,False
308,597,2022-04-11,110,True
309,299,2022-06-02,179,True
309,562,2023-05-30,165,True
310,415,2025-12-21,63,False
310,253,2024-09-01,190,True
311,88,2024-11-04,70,True
311,227,2023-12-03,124,True
312,508,2024-12-10,93,False
312,142,2025-11-10,157,True
313,518,2023-04-24,106,True
313,549,2025-10-26,132,False
314,451,2023-08-21,80,False
315,171,2023-01-25,195,False
315,387,2022-03-18,73,True
315,276,2023-07-01,84,True
316,360,2024-03-09,128,False
317,160,2022-09-04,123,False
318,341,2025-04-18,143,False
319,408,2022-08-11,186,True
320,449,2024-04-21,54,True
321,299,2022-01-06,58,False
321,32,2023-09-15,55,True
321,262,2022-07-04,161,True
322,563,2022-01-20,132,False
322,385,2023-10-15,82,True
323,537,2024-04-26,199,True
324,474,2022-01-07,127,False
324,515,2023-02-28,160,True
324,82,2023-04-27,33,False
325,34,2022-12-07,174,True
325,376,2025-04-19,75,True
326,44,2022-05-16,104,True
326,460,2024-01-17,94,True
327,309,2024-12-03,97,True
327,153,2025-02-11,19,True
328,508,2025-10-03,192,True
328,350,2024-03-18,16,True
328,323,2024-09-07,54,False
329,291,2022-08-26,14,False
329,415,2022-01-14,200,True
329,442,2024-02-17,30,True
330,69,2025-09-13,88,True
330,82,2024-06-21,97,True
330,22,2025-11-20,43,True
331,384,2024-02-11,154,True
331,94,2024-11-11,22,True
332,236,2025-11-15,100,False
333,337,2024-07-27,86,True
333,270,2024-03-16,5,True
334,196,2023-07-04,199,True
334,428,2022-02-13,96,True
334,242,2024-12-10,140,True
335,318,2025-05-30,181,False
335,446,2025-04-20,103,True
335,52,2025-01-24,181,False
336,119,2024-11-18,120,True
336,530,2025-02-12,10,True
336,111,2023-08-16,164,True
337,430,2023-04-02,79,False
338,267,2023-11-15,27,True
338,400,2022-09-05,145,True
339,58,2022-12-04,41,False
339,214,2022-02-15,154,False
340,299,2023-08-26,56,True
340,168,2022-06-23,51,True
340,332,2023-11-08,113,False
341,32,2022-03-25,122,True
341,351,2024-04-01,100,False
341,497,2022-09-26,64,True
342,215,2024-05-08,90,True
342,540,2023-02-10,114,False
343,380,2022-08-12,14,True
344,242,2024-03-28,125,True
345,389,2024-09-23,156,True
345,594,2025-09-06,178,False
346,132,2022-09-29,70,False
347,491,2023-03-23,120,True
347,432,2024-08-23,81,True
348,597,2022-08-31,34,True
348,314,2023-11-17,68,False
349,168,2025-01-07,181,False
350,285,2023-09-03,53,False
350,542,2022-10-11,97,False
350,458,2024-04-06,147,True
351,242,2025-10-14,100,True
352,277,2025-01-23,134,True
352,519,2025-05-22,150,True
353,9,2024-11-29,197,True
353,531,2024-05-18,60,False
353,81,2023-09-01,32,False
354,246,2023-10-25,150,True
354,293,2025-06-03,14,False
354,289,2023-08-20,67,True
355,191,2024-07-27,14,True
355,142,2024-01-12,77,True
356,155,2024-09-10,144,True
356,66,2022-05-05,155,True
357,472,2025-08-22,42,False
357,487,2023-07-22,15,True
358,93,2025-06-10,63,False
358,127,2023-06-02,98,True
359,460,2025-01-23,44,False
360,234,2023-10-06,106,False
361,118,2025-10-16,5,False
361,382,2024-12-31,127,True
361,471,2022-01-01,185,True
362,31,2022-08-06,49,False
362,221,2025-05-15,161,True
363,404,2024-07-14,157,True
363,312,2025-10-17,101,True
364,491,2024-09-14,18,False
365,186,2024-04-12,105,False
365,451,2024-12-16,106,True
366,239,2023-04-09,196,False
366,402,2023-03-02,137,True
367,11,2023-02-10,37,False
368,133,2023-09-13,176,False
368,529,2024-05-12,78,True
369,259,2024-04-04,102,True
369,284,2025-03-07,125,True
369,32,2023-10-03,58,True
370,276,2023-05-24,66,False
370,345,2023-08-12,27,True
371,477,2024-02-18,44,True
372,33,2022-06-06,180,True
372,544,2025-06-15,64,True
372,520,2022-12-01,137,True
373,167,2022-02-08,91,True
374,330,2022-02-23,74,False
374,364,2024-03-28,135,True
375,429,2025-05-11,11,True
375,82,2025-05-16,44,True
375,193,2022-07-03,81,True
376,15,2023-07-12,32,True
376,468,2023-11-01,132,False
377,149,2024-08-04,109,False
377,428,2022-07-10,167,True
378,460,2025-03-14,191,True
378,248,2023-04-09,62,True
379,319,2022-11-13,6,True
379,565,2023-07-03,66,True
380,404,2024-02-14,22,True
380,180,2025-03-24,184,True
381,425,2023-07-31,17,True
382,80,2024-12-30,79,True
383,499,2023-05-19,172,True
383,418,2024-01-25,36,True
383,262,2025-07-23,110,True
384,371,2023-07-31,110,False
384,66,2022-09-19,169,True
384,226,2025-01-14,72,False
385,466,2025-10-15,45,True
385,267,2023-09-12,173,True
386,526,2025-06-18,45,False
387,118,2023-09-07,174,True
387,342,2023-03-11,87,False
387,269,2023-01-04,88,False
388,441,2022-09-14,137,False
388,433,2025-08-17,1,True
388,524,2022-06-23,195,True
389,291,2025-12-28,117,True
389,75,2023-05-17,190,True
389,45,2024-08-06,173,True
390,91,2024-10-27,189,True
390,19,2024-02-06,179,False
390,142,2025-10-03,67,True
391,323,2023-07-06,107,False
391,360,2022-06-09,34,True
392,24,2025-09-17,161,False
392,442,2022-08-11,25,False
393,358,2025-04-27,117,True
393,451,2022-11-15,85,True
393,2,2023-04-21,31,True
394,280,2024-02-15,80,True
394,257,2023-07-10,195,True
394,561,2022-02-03,177,True
395,18,2022-05-06,150,True
395,216,2022-08-09,148,True
396,484,2025-02-21,128,True
397,351,2025-11-02,49,False
398,39,2023-05-07,195,True
399,215,2023-01-17,191,False
399,163,2024-03-06,37,True
399,339,2025-10-27,94,False
400,355,2024-02-23,38,False
400,309,2025-05-28,128,True
401,354,2024-06-25,140,False
401,225,2023-04-15,153,True
402,595,2023-08-16,54,True
402,31,2025-03-30,175,True
402,82,2025-01-09,130,False
403,456,2025-01-25,113,False
403,192,2024-12-20,4,False
404,349,2024-09-14,47,False
404,522,2023-05-12,155,True
404,531,2023-02-11,4,False
405,575,2025-05-18,144,True
406,536,2023-08-22,104,False
406,19,2024-07-12,193,True
407,430,2022-11-19,172,True
407,387,2025-08-04,120,True
408,161,2024-07-05,26,False
409,520,2024-07-04,92,False
409,463,2023-11-04,14,False
409,566,2022-03-07,171,True
410,498,2023-12-01,170,True
411,259,2024-03-30,150,True
412,295,2023-03-03,149,True
412,409,2023-06-16,137,True
413,507,2023-01-25,158,True
413,43,2022-11-02,77,False
414,276,2022-01-27,175,True
414,242,2025-07-25,26,False
415,83,2025-01-13,168,False
415,1,2022-09-05,18,True
416,201,2024-03-25,126,True
417,74,2024-03-19,159,False
417,259,2022-09-14,111,True
417,402,2024-04-30,170,True
418,496,2022-05-16,8,True
418,587,2023-03-27,89,True
419,350,2024-05-10,94,True
419,26,2025-01-18,64,True
420,198,2022-01-24,167,True
420,78,2024-03-02,21,False
420,538,2023-03-30,46,True
421,163,2025-03-10,12,True
421,505,2023-08-28,18,False
422,387,2025-12-27,179,True
422,216,2022-03-19,141,True
423,304,2022-10-31,143,False
424,99,2024-03-25,126,True
425,134,2023-09-08,98,False
426,288,2024-08-29,30,True
426,390,2022-04-09,101,True
427,466,2025-08-11,61,True
427,465,2024-12-18,137,False
428,75,2023-06-08,32,False
429,41,2022-05-03,118,True
430,27,2024-10-28,170,True
430,483,2025-06-25,137,False
430,48,2022-08-03,168,True
431,63,2023-12-08,197,True
431,278,2024-08-10,164,False
432,339,2025-01-09,162,True
432,466,2024-01-17,116,False
433,231,2023-04-06,103,False
434,328,2025-07-20,151,False
434,287,2024-09-28,155,True
435,598,2025-06-19,184,False
436,223,2024-09-16,136,True
436,553,2024-04-03,81,True
437,551,2022-01-10,74,True
438,199,2023-06-26,55,True
439,558,2022-12-23,7,True
439,34,2022-01-05,7,True
440,480,2023-12-17,87,True
440,458,2023-12-13,52,False
441,445,2023-08-19,183,True
441,435,2023-03-08,136,True
441,350,2022-06-15,27,True
442,208,2022-04-18,50,True
443,168,2022-07-03,122,True
443,398,2023-04-07,176,True
443,30,2025-01-19,197,True
444,265,2025-02-07,164,False
444,14,2025-01-01,177,False
444,440,2025-11-23,21,True
445,377,2024-10-25,6,True
446,238,2022-05-04,102,True
446,476,2024-09-17,33,True
447,137,2024-06-30,28,False
448,529,2022-08-05,1,False
448,544,2022-07-14,169,True
449,440,2023-04-23,95,True
449,88,2023-11-15,39,True
450,207,2025-08-31,116,True
450,75,2022-01-26,116,True
451,547,2024-04-20,135,False
451,444,2023-07-16,108,False
452,104,2023-08-19,122,True
452,359,2025-05-27,80,True
453,583,2023-11-19,50,False
453,478,2023-08-21,48,True
453,177,2023-10-13,118,True
454,552,2025-04-08,146,False
454,504,2024-09-14,193,True
455,587,2024-02-05,23,True
455,396,2022-03-11,58,False
455,165,2025-09-30,167,True
456,492,2022-03-03,26,True
456,18,2025-06-13,91,False
456,64,2025-10-22,113,False
457,360,2025-08-12,197,True
458,390,2025-09-28,162,False
458,228,2022-10-16,58,True
458,315,2024-09-25,126,True
459,429,2022-06-04,180,True
459,371,2025-07-31,165,False
460,353,2025-11-07,176,False
460,236,2023-04-17,200,False
460,299,2022-07-07,101,True
461,594,2025-10-31,199,True
461,445,2023-01-15,141,False
461,522,2022-06-28,83,False
462,419,2024-03-25,14,False
462,198,2022-02-24,148,False
462,60,2023-12-21,22,False
463,221,2023-06-23,52,True
463,582,2023-02-24,105,True
463,330,2024-06-10,136,True
464,535,2024-10-18,114,False
