id_usuario,id_transaccion,autorizacion,metodo_autorizacion,timestamp
39,162,False,OTP,2022-08-13
166,163,True,OTP,2023-09-25
984,164,False,Contraseña,2023-02-20
382,165,True,Biometrico,2024-01-24
14,166,True,OTP,2025-08-25
241,167,True,Contraseña,2023-10-19
388,168,True,Biometrico,2024-10-09
585,169,True,OTP,2025-01-23
306,170,True,Biometrico,2023-01-14
783,171,False,OTP,2023-06-08
267,172,True,Biometrico,2022-03-09
157,173,True,PIN,2025-03-21
211,174,True,Contraseña,2025-12-22
534,175,True,Biometrico,2024-12-27
547,176,True,PIN,2022-03-20
705,177,False,Biometrico,2023-01-14
542,178,True,Contraseña,2023-07-02
655,179,True,Contraseña,2024-02-01
454,180,False,Contraseña,2025-12-11
1000,181,False,PIN,2022-10-07
68,182,True,PIN,2022-06-16
831,183,False,Biometrico,2025-12-20
65,184,True,Contraseña,2023-09-29
86,185,True,Biometrico,2025-07-26
339,186,True,OTP,2024-12-26
402,187,False,PIN,2022-05-29
974,188,True,OTP,2025-12-23
68,189,True,PIN,2024-10-02
133,190,True,OTP,2024-09-20
322,191,False,Contraseña,2025-06-07
471,192,False,OTP,2025-06-18
292,193,False,OTP,2022-01-12
180,194,True,PIN,2022-06-14
896,195,True,Contraseña,2022-01-12
909,196,True,PIN,2023-01-22
293,197,False,OTP,2022-01-23
591,198,True,OTP,2023-05-28
436,199,False,PIN,2025-02-11
591,200,True,PIN,2025-03-07
788,201,False,OTP,2025-11-15
887,202,True,Contraseña,2023-08-23
398,203,True,OTP,2023-05-05
737,204,False,Contraseña,2023-02-27
75,205,True,PIN,2025-07-15
319,206,True,OTP,2025-06-01
128,207,True,OTP,2022-02-11
902,208,True,Biometrico,2025-11-08
767,209,True,OTP,2025-05-28
508,210,True,Biometrico,2022-08-26
378,211,False,PIN,2022-01-26
141,212,True,PIN,2024-02-05
107,213,False,Contraseña,2025-01-05
87,214,True,OTP,2022-05-28
61,215,True,OTP,2023-06-01
267,216,False,PIN,2023-08-13
857,217,True,Biometrico,2023-11-15
295,218,True,PIN,2023-06-19
849,219,False,Contraseña,2023-11-21
323,220,True,Biometrico,2024-11-20
404,221,True,OTP,2025-02-09
172,222,True,Biometrico,2024-03-18
316,223,True,OTP,2024-07-25
639,224,False,Biometrico,2025-04-05
721,225,True,Biometrico,2024-10-01
33,226,True,OTP,2024-09-19
989,227,True,PIN,2024-02-19
185,228,True,PIN,2023-12-04
560,229,True,OTP,2024-12-29
952,230,True,Contraseña,2024-11-30
882,231,True,OTP,2025-07-17
454,232,False,Contraseña,2022-12-29
32,233,True,OTP,2022-12-08
722,234,True,OTP,2022-11-14
825,235,True,Contraseña,2022-05-05
636,236,True,PIN,2023-05-05
551,237,True,Contraseña,2025-11-23
179,238,True,Biometrico,2022-11-24
869,239,True,PIN,2023-12-04
550,240,False,PIN,2025-06-17
100,241,True,PIN,2024-01-22
386,242,False,Biometrico,2022-12-05
819,243,True,OTP,2022-09-05
957,244,True,Biometrico,2024-10-29
342,245,True,PIN,2025-01-03
548,246,False,Biometrico,2023-10-30
11,247,False,Biometrico,2023-06-03
963,248,True,OTP,2024-08-28
2,249,True,Contraseña,2025-07-26
225,250,True,Biometrico,2025-04-15
933,251,False,PIN,2025-09-06
708,252,True,Contraseña,2022-07-06
397,253,False,Biometrico,2023-02-18
828,254,True,PIN,2022-03-20
226,255,True,OTP,2022-05-27
369,256,False,PIN,2024-04-17
437,257,True,OTP,2023-03-20
454,258,True,PIN,2024-06-15
536,259,True,OTP,2024-08-24
121,260,True,OTP,2023-10-21
403,261,True,PIN,2025-11-13
506,262,True,OTP,2023-08-19
437,263,False,Biometrico,2023-06-28
716,264,True,PIN,2024-08-06
70,265,True,Biometrico,2025-02-17
588,266,True,Contraseña,2023-05-31
562,267,False,OTP,2022-10-22
29,268,False,OTP,2025-06-21
61,269,True,Contraseña,2024-01-09
214,270,True,PIN,2025-12-10
186,271,True,PIN,2022-08-06
591,272,False,Biometrico,2024-11-15
191,273,True,Contraseña,2023-07-24
273,274,True,Contraseña,2023-07-18
103,275,True,Contraseña,2023-12-16
775,276,False,OTP,2024-01-31
628,277,True,Contraseña,2024-05-29
914,278,True,OTP,2024-08-30
130,279,False,OTP,2024-04-30
463,280,True,OTP,2024-02-05
278,281,True,Contraseña,2022-08-18
902,282,True,Biometrico,2023-08-22
258,283,True,OTP,2022-04-19
234,284,True,Biometrico,2025-08-21
941,285,True,PIN,2024-12-22
472,286,True,Biometrico,2023-06-11
322,287,True,Contraseña,2023-03-21
635,288,True,OTP,2022-05-16
686,289,True,OTP,2024-04-06
654,290,True,PIN,2024-10-15
722,291,True,Contraseña,2023-06-26
374,292,False,PIN,2025-05-20
321,293,True,Contraseña,2024-03-16
1000,294,True,OTP,2023-10-30
87,295,True,Biometrico,2024-03-30
370,296,True,OTP,2023-09-03
276,297,True,OTP,2024-11-05
580,298,False,Contraseña,2023-07-27
902,299,True,OTP,2025-11-06
938,300,False,OTP,2023-06-30
4,301,False,Contraseña,2023-07-27
156,302,True,OTP,2024-01-16
371,303,True,PIN,2024-03-08
287,304,True,Biometrico,2023-10-27
249,305,True,OTP,2025-12-14
213,306,True,OTP,2024-04-27
822,307,True,Biometrico,2024-12-12
439,308,False,OTP,2024-04-18
419,309,False,Contraseña,2022-05-06
574,310,True,OTP,2024-06-01
966,311,True,Biometrico,2024-04-24
390,312,True,Contraseña,2023-03-25
821,313,True,OTP,2022-09-04
592,314,False,Contraseña,2025-08-22
392,315,True,PIN,2025-04-22
754,316,True,Biometrico,2023-09-04
979,317,True,Contraseña,2024-09-08
524,318,False,OTP,2022-02-19
385,319,True,PIN,2023-04-07
374,320,True,Contraseña,2024-03-04
357,321,False,Contraseña,2025-05-10
276,322,True,Contraseña,2022-10-09
496,323,True,Contraseña,2022-11-04
759,324,True,OTP,2025-03-24
900,325,True,Biometrico,2024-04-01
854,326,True,Biometrico,2022-03-21
58,327,True,OTP,2023-03-02
259,328,False,OTP,2025-08-02
398,329,False,Biometrico,2024-08-28
108,330,False,Contraseña,2023-02-23
960,331,False,PIN,2024-05-07
758,332,True,OTP,2022-06-02
982,333,True,Contraseña,2025-02-08
194,334,True,Contraseña,2022-10-18
831,335,True,Contraseña,2024-06-15
810,336,True,PIN,2025-10-08
193,337,True,Biometrico,2023-12-25
419,338,False,Contraseña,2023-03-11
42,339,True,PIN,2024-04-23
522,340,False,PIN,2022-01-05
833,341,True,PIN,2024-07-07
58,342,False,PIN,2024-07-24
901,343,False,OTP,2025-04-13
392,344,True,Contraseña,2025-08-26
387,345,True,Contraseña,2024-04-22
372,346,True,Biometrico,2025-01-20
866,347,True,OTP,2025-03-12
363,348,True,Contraseña,2023-04-21
192,349,False,Contraseña,2024-09-30
174,350,True,Contraseña,2023-04-18
553,351,False,Contraseña,2024-02-29
220,352,True,PIN,2022-09-20
320,353,True,OTP,2024-04-05
696,354,True,Biometrico,2024-07-16
83,355,True,PIN,2022-01-23
796,356,True,Biometrico,2025-08-26
647,357,False,PIN,2022-08-22
531,358,False,OTP,2024-11-11
179,359,True,Biometrico,2022-07-20
775,360,True,Contraseña,2023-10-12
63,361,True,OTP,2022-01-10
263,362,False,Contraseña,2025-05-08
630,363,True,Contraseña,2024-09-16
121,364,False,Contraseña,2022-09-11
320,365,False,OTP,2024-02-05
353,366,True,Biometrico,2024-04-28
878,367,True,PIN,2022-03-24
729,368,True,Biometrico,2022-09-26
589,369,False,Biometrico,2022-10-24
481,370,True,OTP,2025-10-23
796,371,True,PIN,2024-03-05
277,372,True,Biometrico,2025-11-27
240,373,True,PIN,2022-07-09
657,374,True,PIN,2025-02-24
219,375,True,Contraseña,2024-04-18
421,376,True,Contraseña,2023-12-28
760,377,True,Biometrico,2023-09-04
79,378,True,OTP,2023-02-08
471,379,False,OTP,2023-02-09
794,380,False,PIN,2022-02-21
697,381,False,Biometrico,2023-01-19
177,382,True,Biometrico,2024-07-21
561,383,True,PIN,2025-03-25
730,384,False,PIN,2024-07-06
378,385,True,PIN,2022-12-10
654,386,True,OTP,2023-10-08
924,387,False,PIN,2022-04-24
321,388,False,Contraseña,2022-02-22
509,389,False,PIN,2023-09-07
9,390,True,OTP,2022-04-09
133,391,False,OTP,2024-06-06
437,392,True,Contraseña,2025-11-09
911,393,True,OTP,2025-04-17
655,394,True,Contraseña,2025-05-01
988,395,True,Contraseña,2022-08-15
715,396,False,Biometrico,2025-12-07
514,397,True,Contraseña,2025-01-12
192,398,True,Contraseña,2023-04-21
858,399,False,Biometrico,2022-04-05
259,400,True,Biometrico,2024-07-06
336,401,False,Contraseña,2024-08-20
442,402,True,Contraseña,2025-10-01
867,403,True,Biometrico,2023-01-02
843,404,True,Biometrico,2022-02-20
478,405,False,OTP,2025-11-11
583,406,False,Contraseña,2023-09-23
399,407,True,OTP,2024-11-13
194,408,True,OTP,2023-05-24
123,409,True,PIN,2023-01-06
214,410,True,Biometrico,2025-05-18
486,411,True,Biometrico,2022-12-05
139,412,True,PIN,2025-09-02
957,413,False,Contraseña,2023-01-16
131,414,False,Biometrico,2022-10-30
246,415,False,Biometrico,2022-12-13
836,416,True,PIN,2025-08-17
277,417,True,PIN,2022-08-05
566,418,True,OTP,2025-03-11
127,419,True,PIN,2023-06-19
224,420,True,OTP,2023-11-06
692,421,False,PIN,2022-07-19
371,422,True,Contraseña,2023-10-17
489,423,True,OTP,2024-05-13
618,424,True,PIN,2022-02-23
801,425,False,OTP,2024-04-14
107,426,True,Contraseña,2024-01-30
735,427,False,Contraseña,2022-11-09
583,428,True,OTP,2025-12-28
87,429,True,PIN,2025-11-19
712,430,True,Biometrico,2024-04-10
303,431,True,PIN,2023-04-30
803,432,True,PIN,2024-12-18
214,433,False,PIN,2024-07-16
114,434,True,Biometrico,2024-04-28
661,435,False,Biometrico,2025-02-04
121,436,False,OTP,2023-04-02
296,437,True,Biometrico,2022-05-03
732,438,True,PIN,2025-03-30
767,439,True,Contraseña,2022-07-16
34,440,False,Biometrico,2023-04-03
398,441,False,Contraseña,2023-06-04
551,442,True,Biometrico,2024-02-28
344,443,False,Contraseña,2024-11-20
669,444,True,Biometrico,2023-01-23
549,445,False,Biometrico,2022-10-19
358,446,False,Contraseña,2024-09-18
656,447,False,Biometrico,2023-11-20
403,448,True,Contraseña,2023-11-13
163,449,True,PIN,2023-03-11
735,450,False,PIN,2023-01-05
813,451,False,Contraseña,2025-08-06
863,452,True,OTP,2025-03-10
146,453,False,Contraseña,2024-10-07
211,454,True,OTP,2024-11-18
553,455,True,Biometrico,2023-06-02
214,456,True,PIN,2025-09-29
129,457,True,OTP,2025-08-30
61,458,False,Contraseña,2025-11-05
952,459,False,PIN,2025-07-25
256,460,True,Biometrico,2022-01-17
92,461,True,OTP,2023-02-25
385,462,True,Biometrico,2022-03-10
317,463,False,Contraseña,2024-01-17
145,464,False,Contraseña,2022-12-23
804,465,False,OTP,2023-04-03
408,466,True,Contraseña,2024-12-08
49,467,True,OTP,2023-09-04
214,468,True,Biometrico,2022-05-11
531,469,True,Contraseña,2025-08-13
848,470,True,Contraseña,2024-08-17
833,471,True,Contraseña,2023-03-26
710,472,True,PIN,2022-06-23
588,473,False,PIN,2022-08-12
635,474,True,Contraseña,2022-05-24
651,475,True,OTP,2022-06-26
120,476,True,PIN,2023-04-09
445,477,True,Biometrico,2025-04-05
718,478,True,OTP,2023-06-02
583,479,True,Contraseña,2022-08-22
516,480,True,PIN,2022-04-10
735,481,True,PIN,2025-07-27
308,482,False,OTP,2025-12-20
169,483,True,Biometrico,2023-11-12
700,484,True,PIN,2022-09-11
180,485,True,OTP,2024-09-29
790,486,True,PIN,2022-04-25
560,487,True,Contraseña,2023-11-07
933,488,True,Biometrico,2023-04-11
437,489,True,Contraseña,2023-02-02
885,490,False,Biometrico,2025-09-30
125,491,True,PIN,2022-04-23
152,492,False,OTP,2022-09-27
861,493,False,OTP,2022-04-02
220,494,False,OTP,2022-10-24
490,495,True,OTP,2023-02-28
417,496,True,Biometrico,2023-06-03
780,497,False,PIN,2025-12-04
858,498,True,OTP,2025-08-20
108,499,False,Contraseña,2022-02-02
318,500,True,OTP,2025-06-22
405,501,True,OTP,2022-03-13
390,502,True,OTP,2024-10-28
388,503,True,OTP,2023-07-16
465,504,True,Biometrico,2022-10-11
440,505,False,PIN,2022-08-28
160,506,False,Contraseña,2025-10-12
818,507,False,OTP,2025-01-04
727,508,False,PIN,2023-11-14
907,509,False,Contraseña,2024-10-19
784,510,False,OTP,2022-09-02
835,511,True,Biometrico,2025-08-14
801,512,True,Contraseña,2024-11-16
24,513,True,OTP,2023-08-30
315,514,False,Contraseña,2024-05-08
385,515,True,Contraseña,2022-07-15
436,516,True,Biometrico,2024-04-16
292,517,False,PIN,2023-10-14
280,518,True,Biometrico,2022-08-04
23,519,True,PIN,2023-03-11
935,520,True,Contraseña,2022-08-14
726,521,True,Contraseña,2024-03-11
380,522,True,PIN,2025-06-10
619,523,True,Biometrico,2023-03-09
473,524,True,Biometrico,2022-08-21
39,525,True,OTP,2025-07-18
484,526,False,Biometrico,2022-01-18
42,527,True,OTP,2023-03-12
551,528,False,PIN,2025-07-07
265,529,True,PIN,2024-07-12
761,530,False,Contraseña,2023-10-17
240,531,False,PIN,2023-08-17
4,532,True,Biometrico,2024-10-23
134,533,True,PIN,2023-06-19
396,534,False,PIN,2025-05-15
835,535,False,Biometrico,2024-03-03
189,536,False,Biometrico,2023-09-19
624,537,True,Contraseña,2024-11-20
166,538,False,PIN,2025-06-26
968,539,False,PIN,2023-07-28
893,540,True,Contraseña,2022-03-21
715,541,True,Contraseña,2025-04-02
28,542,True,PIN,2025-05-05
488,543,True,Biometrico,2023-12-09
85,544,False,OTP,2022-08-04
158,545,False,Biometrico,2023-01-19
273,546,True,Contraseña,2024-08-10
283,547,True,OTP,2022-04-15
933,548,False,Biometrico,2023-11-07
548,549,True,Biometrico,2022-11-30
952,550,False,OTP,2023-02-28
848,551,True,Contraseña,2024-08-10
403,552,True,Biometrico,2023-12-09
429,553,True,Contraseña,2025-03-30
762,554,True,PIN,2023-04-25
685,555,False,PIN,2022-07-27
647,556,False,OTP,2025-11-26
965,557,True,Biometrico,2023-04-05
522,558,True,PIN,2023-03-28
988,559,True,OTP,2025-12-10
709,560,True,PIN,2025-08-13
796,561,False,Biometrico,2023-09-15
640,562,True,Contraseña,2022-12-20
561,563,True,PIN,2022-12-30
632,564,True,Biometrico,2022-09-21
483,565,False,Biometrico,2022-06-30
533,566,False,PIN,2023-09-09
302,567,False,PIN,2023-09-27
908,568,False,PIN,2022-02-01
760,569,True,PIN,2024-04-14
599,570,False,Biometrico,2022-02-07
646,571,False,Biometrico,2024-03-07
709,572,False,Biometrico,2022-01-08
457,573,True,Biometrico,2023-05-21
652,574,True,Contraseña,2025-10-21
131,575,False,Contraseña,2023-04-20
355,576,True,PIN,2022-07-15
94,577,False,PIN,2025-07-23
77,578,True,Biometrico,2024-07-04
78,579,True,Contraseña,2022-12-19
662,580,True,PIN,2022-03-23
989,581,True,OTP,2025-10-14
273,582,True,Biometrico,2023-08-05
715,583,True,Biometrico,2022-07-30
704,584,True,Biometrico,2024-06-30
977,585,False,PIN,2024-05-19
930,586,False,OTP,2025-09-05
496,587,True,OTP,2024-03-30
370,588,True,PIN,2023-11-22
31,589,True,Biometrico,2022-06-23
406,590,True,Biometrico,2023-05-30
21,591,True,Biometrico,2022-11-23
946,592,False,Contraseña,2025-01-03
355,593,True,Contraseña,2024-07-25
463,594,True,PIN,2024-02-25
158,595,True,Contraseña,2025-06-03
330,596,False,OTP,2024-02-23
226,597,True,OTP,2022-11-05
857,598,True,PIN,2024-12-06
780,599,False,Biometrico,2024-04-12
163,600,False,PIN,2023-01-26
129,601,True,Biometrico,2025-11-09
78,602,False,Contraseña,2022-03-10
831,603,True,PIN,2024-02-19
463,604,True,Contraseña,2022-04-27
548,605,False,OTP,2024-09-02
845,606,False,OTP,2025-06-26
191,607,True,PIN,2024-03-09
441,608,True,OTP,2022-07-02
533,609,True,Contraseña,2023-07-28
835,610,True,PIN,2022-03-01
275,611,False,OTP,2023-05-02
661,612,True,PIN,2025-07-19
133,613,True,Contraseña,2025-03-15
267,614,True,PIN,2025-10-07
240,615,True,Contraseña,2023-03-13
7,616,True,OTP,2024-10-04
261,617,True,PIN,2025-04-26
70,618,False,OTP,2025-05-22
57,619,True,Biometrico,2023-05-21
630,620,True,OTP,2023-09-19
633,621,True,Contraseña,2022-05-28
138,622,False,Contraseña,2025-11-04
447,623,False,PIN,2024-04-07
365,624,True,PIN,2024-03-22
955,625,False,OTP,2024-07-06
704,626,True,PIN,2022-02-25
193,627,True,Contraseña,2025-06-18
254,628,True,OTP,2024-02-23
759,629,True,Contraseña,2025-04-08
718,630,True,OTP,2023-07-21
374,631,True,Biometrico,2022-11-16
959,632,True,Biometrico,2023-01-15
848,633,True,Contraseña,2022-12-13
828,634,True,Contraseña,2023-07-08
406,635,True,Contraseña,2022-04-08
924,636,True,PIN,2022-04-30
848,637,True,OTP,2023-06-30
397,638,True,PIN,2022-10-27
194,639,False,Contraseña,2023-10-08
229,640,True,OTP,2024-05-15
740,641,True,Contraseña,2022-04-23
381,642,True,Contraseña,2023-09-01
835,643,True,Biometrico,2022-02-25
120,644,True,OTP,2023-09-18
431,645,True,Contraseña,2024-03-03
894,646,False,Biometrico,2024-01-02
492,647,False,OTP,2022-05-27
308,648,True,Contraseña,2024-12-19
321,649,True,Contraseña,2023-08-05
68,650,True,Contraseña,2024-02-17
455,651,False,OTP,2024-10-06
802,652,True,Contraseña,2023-01-15
478,653,True,OTP,2023-06-11
367,654,True,Contraseña,2024-11-10
729,655,True,Biometrico,2022-12-27
510,656,False,Contraseña,2025-08-04
603,657,True,Biometrico,2022-10-01
984,658,False,OTP,2024-05-23
738,659,True,OTP,2023-07-27
124,660,False,Contraseña,2024-07-07
878,661,False,PIN,2025-09-11
214,662,False,Biometrico,2025-04-08
392,663,True,Biometrico,2024-04-13
862,664,False,Biometrico,2022-12-30
301,665,True,PIN,2024-04-02
243,666,True,Biometrico,2023-08-26
837,667,True,Contraseña,2024-08-25
319,668,True,OTP,2023-10-25
778,669,False,Contraseña,2024-10-27
467,670,True,Biometrico,2022-03-03
240,671,True,OTP,2023-07-20
488,672,True,Biometrico,2024-03-03
919,673,True,Contraseña,2025-06-14
614,674,True,Contraseña,2023-10-12
346,675,True,OTP,2022-02-22
647,676,True,PIN,2022-08-16
551,677,True,OTP,2024-10-25
977,678,True,Contraseña,2024-10-23
994,679,True,PIN,2024-08-09
201,680,True,Biometrico,2022-08-21
596,681,True,Contraseña,2022-10-11
78,682,True,OTP,2025-09-20
883,683,True,OTP,2024-02-18
979,684,True,Contraseña,2022-03-04
806,685,True,PIN,2023-05-15
780,686,False,Biometrico,2023-03-03
497,687,True,PIN,2024-03-03
653,688,False,OTP,2023-02-18
572,689,True,PIN,2023-04-08
603,690,True,Biometrico,2022-11-30
175,691,False,Biometrico,2023-09-30
996,692,True,Contraseña,2023-03-25
33,693,False,PIN,2025-05-20
14,694,True,OTP,2023-08-18
616,695,True,PIN,2022-03-22
850,696,True,PIN,2023-10-10
349,697,True,Biometrico,2024-03-28
145,698,False,Contraseña,2024-04-14
567,699,True,PIN,2025-02-13
486,700,False,Biometrico,2025-03-31
214,701,True,OTP,2025-08-06
561,702,True,OTP,2025-04-01
885,703,False,Biometrico,2023-11-21
544,704,False,OTP,2022-11-30
662,705,True,PIN,2024-09-28
122,706,True,OTP,2022-08-15
323,707,True,Contraseña,2025-01-16
584,708,False,Contraseña,2024-04-04
33,709,False,Biometrico,2022-11-26
449,710,False,OTP,2024-12-10
454,711,True,PIN,2025-06-12
692,712,False,Contraseña,2023-12-18
437,713,True,Biometrico,2024-09-14
393,714,False,Biometrico,2024-01-20
468,715,True,OTP,2024-02-26
326,716,True,Biometrico,2023-10-10
353,717,True,OTP,2023-04-01
453,718,True,Contraseña,2025-08-02
938,719,True,PIN,2025-04-23
735,720,True,PIN,2024-08-13
559,721,False,PIN,2023-04-14
114,722,True,OTP,2023-08-27
178,723,False,OTP,2024-05-31
472,724,True,PIN,2023-11-30
659,725,True,Contraseña,2022-05-13
726,726,True,PIN,2023-12-19
413,727,True,Biometrico,2024-04-17
219,728,True,Contraseña,2023-09-22
344,729,False,Biometrico,2024-01-28
912,730,True,Contraseña,2024-05-26
977,731,True,Biometrico,2022-06-05
182,732,True,OTP,2025-10-16
719,733,False,Contraseña,2022-07-16
683,734,True,Contraseña,2023-04-11
797,735,True,Contraseña,2023-08-22
869,736,False,Biometrico,2022-11-03
799,737,True,Contraseña,2025-12-30
583,738,False,OTP,2024-10-13
538,739,True,Biometrico,2022-08-18
551,740,False,Contraseña,2025-07-03
86,741,False,PIN,2024-03-20
61,742,True,OTP,2022-08-05
862,743,True,PIN,2024-02-01
719,744,False,Contraseña,2023-10-06
467,745,False,PIN,2023-02-05
719,746,False,Contraseña,2025-02-25
634,747,True,PIN,2023-04-09
202,748,False,Biometrico,2025-09-29
100,749,True,PIN,2022-08-06
558,750,True,PIN,2024-08-12
158,751,False,PIN,2023-12-13
75,752,False,Contraseña,2023-02-08
850,753,False,Biometrico,2023-12-03
7,754,False,Contraseña,2024-07-14
614,755,False,Contraseña,2025-08-10
974,756,True,Biometrico,2023-12-06
784,757,True,Biometrico,2023-01-21
646,758,False,Biometrico,2022-09-14
915,759,False,OTP,2022-11-27
988,760,True,Contraseña,2023-03-18
413,761,False,Biometrico,2024-03-18
441,762,False,PIN,2025-05-18
398,763,True,OTP,2025-03-29
735,764,True,Contraseña,2024-12-07
215,765,True,Contraseña,2024-01-21
493,766,False,Contraseña,2023-08-29
713,767,True,Biometrico,2024-12-28
542,768,True,Contraseña,2023-12-31
187,769,True,PIN,2022-03-21
843,770,False,Contraseña,2022-08-09
763,771,False,Contraseña,2025-07-15
866,772,True,Biometrico,2022-06-28
429,773,True,PIN,2024-05-08
