id_dispositivo,tipo,ip,sistema_operativo,ubicacion,marca,verificado,id_ubicacion
36,POS,115.103.139.221,macOS,México,Huawei,True,97
37,Computadora,121.225.216.130,Linux,Bolivia,Xiaomi,True,124
38,Móvil,196.195.218.219,Android,Paraguay,Huawei,False,138
39,Computadora,142.89.131.98,macOS,España,Xiaomi,True,97
40,POS,156.246.36.86,iOS,Bolivia,Xiaomi,True,40
41,Computadora,2.6.191.126,macOS,Brasil,Xiaomi,False,96
42,ATM,126.157.36.105,Android,México,Xiaomi,False,42
43,Computadora,196.223.130.198,Windows,Perú,Dell,True,163
44,Tablet,179.29.197.238,macOS,Bolivia,Apple,True,123
45,Móvil,236.185.14.179,iOS,España,LG,True,175
46,Computadora,66.126.82.4,Android,Paraguay,Samsung,False,183
47,ATM,102.41.96.225,macOS,Colombia,HP,True,65
48,Tablet,129.195.157.188,macOS,Paraguay,Dell,True,28
49,POS,199.176.73.69,iOS,Bolivia,Xiaomi,False,79
50,Móvil,253.86.251.1,Android,México,HP,False,107
51,POS,107.147.220.44,iOS,Estados Unidos,Apple,False,35
52,Computadora,125.93.56.116,Linux,Uruguay,Apple,True,52
53,Móvil,192.93.98.67,macOS,Chile,Dell,False,28
54,Computadora,21.150.43.97,Android,España,Samsung,True,8
55,POS,61.244.248.173,Android,Guatemala,Samsung,True,193
56,Móvil,171.21.49.55,Linux,Paraguay,Samsung,True,155
57,POS,253.136.248.122,Windows,Venezuela,Xiaomi,True,95
58,Tablet,81.122.184.171,macOS,Brasil,LG,True,92
59,Tablet,207.51.1.117,macOS,Bolivia,HP,True,7
60,POS,32.143.127.95,macOS,Venezuela,Dell,False,122
61,POS,106.96.1.253,Windows,Guatemala,Dell,True,12
62,Tablet,174.227.119.156,macOS,Brasil,Dell,False,21
63,Tablet,110.243.51.188,macOS,España,LG,True,183
64,Computadora,223.16.65.128,Android,España,HP,False,141
65,ATM,44.228.59.124,Linux,Argentina,Apple,True,44
66,Móvil,28.222.14.42,Windows,Brasil,HP,True,57
67,Tablet,171.243.63.171,iOS,Perú,Dell,False,126
68,Móvil,204.170.114.239,Linux,Paraguay,LG,True,165
69,Tablet,97.195.223.207,iOS,Argentina,Huawei,True,75
70,Móvil,29.45.174.190,Linux,Argentina,Dell,True,147
71,Tablet,33.160.194.148,Android,España,Samsung,False,138
72,Computadora,217.198.216.82,Windows,Paraguay,Dell,True,134
73,POS,152.113.54.102,Android,Perú,HP,True,81
74,Computadora,209.151.112.128,macOS,Colombia,LG,True,38
75,Móvil,154.163.158.129,Android,España,HP,False,147
76,ATM,162.110.253.75,macOS,Guatemala,HP,True,40
77,Computadora,218.115.26.237,iOS,Uruguay,Xiaomi,False,101
78,Tablet,253.81.11.141,macOS,Estados Unidos,Xiaomi,False,122
79,Tablet,194.200.200.19,Linux,Bolivia,Huawei,True,179
80,Computadora,180.201.49.34,Windows,Paraguay,HP,False,14
81,Tablet,118.83.70.114,macOS,España,Apple,True,56
82,Computadora,189.4.185.186,Linux,México,Dell,True,97
83,ATM,174.86.28.25,Windows,Chile,Apple,True,31
84,POS,167.173.222.249,iOS,Ecuador,Dell,True,63
85,Móvil,31.123.203.126,Windows,Bolivia,LG,True,168
86,ATM,199.45.237.222,macOS,España,Dell,False,114
87,Tablet,3.61.59.22,Android,Chile,Dell,False,131
88,Computadora,6.245.140.178,Android,Paraguay,LG,True,99
89,ATM,166.222.152.147,iOS,México,Huawei,True,183
90,POS,48.207.10.101,Linux,Uruguay,LG,False,126
91,Móvil,133.63.106.248,Android,Colombia,HP,False,178
92,Computadora,2.228.160.32,Android,Colombia,LG,True,168
93,Computadora,23.131.17.22,Android,Perú,Huawei,True,140
94,Computadora,109.0.127.77,Android,Perú,HP,True,169
95,POS,114.71.251.178,Windows,Perú,Huawei,False,138
96,POS,54.50.22.61,Android,Argentina,Apple,True,56
97,Computadora,155.110.183.72,iOS,Bolivia,LG,True,20
98,POS,66.133.195.167,iOS,Brasil,Xiaomi,True,66
99,ATM,241.73.104.19,Windows,Ecuador,Dell,False,50
100,Tablet,145.83.214.211,iOS,Estados Unidos,HP,True,98
101,Móvil,247.126.39.70,Android,Perú,Samsung,False,141
102,ATM,17.168.45.93,Windows,Paraguay,Huawei,True,58
103,Tablet,3.50.193.251,iOS,Brasil,Samsung,True,45
104,POS,187.156.250.25,Linux,Estados Unidos,Dell,False,73
105,POS,70.50.24.44,Windows,Paraguay,Xiaomi,True,89
106,POS,142.206.244.152,iOS,España,Samsung,False,132
107,Computadora,169.64.73.97,Linux,Bolivia,Huawei,True,186
108,Tablet,182.127.214.181,macOS,Colombia,Xiaomi,True,120
109,POS,74.141.219.134,iOS,España,Dell,True,79
110,ATM,198.160.46.163,Android,México,Dell,True,24
111,Computadora,148.29.43.191,Windows,Perú,Xiaomi,True,109
112,POS,239.69.245.128,Linux,Ecuador,Dell,False,179
113,Móvil,104.7.97.234,Android,Bolivia,Xiaomi,False,137
114,Tablet,63.21.229.247,iOS,Ecuador,HP,False,58
115,Computadora,20.187.68.132,Windows,Guatemala,Xiaomi,True,98
116,Computadora,96.57.173.234,iOS,Uruguay,LG,True,75
117,Tablet,124.150.135.55,Android,Bolivia,Dell,False,101
118,Computadora,237.156.18.240,macOS,Venezuela,HP,True,15
119,Tablet,2.235.168.77,Windows,México,Samsung,True,185
120,Computadora,103.181.4.26,macOS,Chile,Apple,True,136
121,POS,231.78.210.32,macOS,Guatemala,Apple,False,65
122,Computadora,121.202.191.77,Windows,Brasil,Apple,False,69
123,Móvil,254.224.224.42,iOS,Estados Unidos,Dell,True,2
124,Tablet,227.101.56.49,Windows,Guatemala,Apple,True,108
125,Tablet,231.16.82.171,iOS,Chile,Dell,True,31
126,ATM,126.253.65.84,macOS,Perú,Dell,False,100
127,Computadora,29.55.10.33,iOS,Estados Unidos,LG,True,197
128,Computadora,14.175.219.250,Linux,Bolivia,Samsung,True,123
129,Tablet,73.248.42.195,macOS,Argentina,LG,True,187
130,POS,48.127.143.197,Android,Uruguay,Huawei,False,64
131,ATM,51.242.52.180,Linux,Venezuela,Apple,True,152
132,Computadora,59.61.67.103,Android,España,Apple,True,110
133,Móvil,158.102.46.222,Android,Brasil,Xiaomi,False,79
134,Computadora,57.172.218.123,Android,Perú,Xiaomi,False,14
135,Tablet,29.137.186.72,Windows,Bolivia,Xiaomi,True,82
136,Móvil,47.20.0.14,Windows,Argentina,Huawei,True,72
137,POS,26.220.94.65,macOS,Estados Unidos,Huawei,True,29
138,Móvil,172.6.66.85,Windows,Bolivia,HP,True,191
139,POS,136.190.121.167,Windows,Argentina,LG,True,23
140,Móvil,34.61.21.151,iOS,Argentina,Dell,True,26
141,Móvil,242.175.154.186,macOS,Paraguay,Apple,False,185
142,Computadora,12.65.98.108,Linux,Bolivia,Huawei,False,89
143,Tablet,115.60.223.18,macOS,Brasil,LG,False,6
144,Computadora,154.140.66.75,Android,Venezuela,Samsung,False,49
145,ATM,127.38.84.113,Linux,Brasil,LG,True,103
146,POS,70.105.94.1,iOS,Venezuela,Apple,False,179
147,Móvil,226.233.132.78,iOS,España,Dell,True,142
148,Móvil,44.114.23.137,iOS,España,Samsung,False,38
149,Tablet,238.68.138.224,Android,Ecuador,Apple,True,137
150,Móvil,1.177.188.84,Android,Bolivia,LG,True,185
151,Computadora,105.150.166.253,Android,Ecuador,HP,True,92
152,Computadora,188.143.90.66,Android,Perú,Dell,False,28
153,ATM,243.131.105.210,macOS,Argentina,Huawei,True,53
154,POS,162.202.79.115,iOS,Bolivia,Dell,True,95
155,Computadora,231.245.47.127,iOS,Chile,Apple,True,49
156,POS,126.92.144.6,Windows,Colombia,Apple,True,176
157,POS,49.35.73.19,macOS,Argentina,Xiaomi,False,104
158,Móvil,186.70.6.155,Android,Brasil,Xiaomi,True,29
159,Móvil,196.22.67.64,Android,España,Apple,False,154
160,Móvil,203.4.54.139,Windows,Uruguay,Dell,True,52
161,Computadora,123.227.83.79,Windows,Chile,Apple,True,15
162,POS,178.136.63.6,Android,México,LG,True,27
163,POS,227.212.72.1,iOS,Guatemala,Apple,True,99
164,Computadora,91.146.115.236,macOS,Ecuador,Dell,True,126
165,Computadora,254.56.114.27,Windows,Estados Unidos,Samsung,False,86
166,Móvil,93.43.22.155,iOS,Colombia,Xiaomi,False,86
167,POS,47.217.76.229,Windows,Venezuela,HP,True,90
168,Móvil,70.255.188.239,Windows,Paraguay,Dell,True,1
169,Computadora,200.75.163.38,macOS,Chile,Dell,True,18
170,Móvil,148.218.142.38,Android,Estados Unidos,Apple,True,197
171,ATM,91.163.253.109,macOS,Bolivia,Xiaomi,False,163
172,Tablet,36.125.196.108,Linux,Chile,LG,False,127
173,POS,138.117.196.22,Linux,Bolivia,Xiaomi,False,148
174,Computadora,180.44.120.93,Android,Argentina,HP,True,93
175,POS,122.68.56.16,Windows,Estados Unidos,HP,True,76
176,ATM,37.215.124.54,iOS,Guatemala,Dell,True,31
177,Computadora,97.13.217.96,Android,Bolivia,Samsung,False,149
178,Móvil,123.80.15.38,Windows,Colombia,Samsung,True,20
179,Móvil,146.213.76.196,iOS,Chile,Dell,True,192
180,POS,179.153.240.106,Windows,Chile,HP,False,178
181,Móvil,74.56.79.16,Android,Venezuela,HP,True,129
182,Computadora,3.202.216.175,macOS,Perú,Dell,True,147
183,POS,79.116.216.239,iOS,España,Samsung,False,97
184,Computadora,191.108.205.159,Android,Argentina,Xiaomi,True,191
185,POS,155.39.239.123,Windows,Ecuador,Dell,True,98
186,Computadora,14.190.217.50,Windows,México,Samsung,True,93
187,POS,200.171.14.62,Windows,Colombia,LG,True,17
188,Computadora,153.5.158.49,Linux,Argentina,Dell,True,62
189,Tablet,22.22.247.12,Android,Estados Unidos,Samsung,True,3
190,Tablet,193.144.203.129,iOS,Estados Unidos,HP,True,186
191,Tablet,250.66.49.85,macOS,Bolivia,LG,True,129
192,Computadora,7.195.244.151,Android,España,Apple,True,175
193,ATM,21.47.118.227,iOS,Paraguay,Dell,False,37
194,Computadora,255.174.229.202,iOS,Estados Unidos,Huawei,True,160
195,ATM,11.198.122.54,Linux,Venezuela,Samsung,True,146
196,ATM,25.7.73.197,Windows,Perú,HP,True,128
197,Móvil,117.160.86.240,Windows,Colombia,Samsung,True,148
198,Tablet,91.45.36.46,macOS,España,Xiaomi,True,196
199,ATM,167.71.63.249,Linux,Chile,Samsung,True,74
200,ATM,105.66.225.94,Linux,Uruguay,LG,True,96
201,Móvil,175.211.230.68,Android,Venezuela,Dell,True,190
202,Computadora,180.4.79.219,Android,España,Xiaomi,True,146
203,ATM,219.37.114.100,macOS,Ecuador,Samsung,True,120
204,ATM,165.238.55.22,iOS,Bolivia,Samsung,True,197
205,ATM,52.205.168.17,Windows,Estados Unidos,LG,True,55
206,ATM,30.142.232.10,Linux,Colombia,Xiaomi,True,164
207,Computadora,82.16.194.16,Windows,Paraguay,Xiaomi,True,55
208,Móvil,55.11.216.70,Windows,Ecuador,Apple,True,37
209,Móvil,71.207.41.77,macOS,Uruguay,Xiaomi,False,55
210,Tablet,48.27.47.230,macOS,Estados Unidos,HP,True,43
211,Computadora,90.214.246.122,Linux,Bolivia,HP,True,179
212,ATM,91.199.5.144,Linux,Argentina,Samsung,False,171
213,POS,158.74.165.171,Windows,Guatemala,Apple,True,38
214,ATM,222.162.58.203,macOS,España,LG,False,1
215,ATM,242.64.230.164,Linux,México,Samsung,True,191
216,Computadora,108.85.193.56,Windows,Argentina,Apple,False,148
217,Móvil,95.186.8.78,Windows,Perú,HP,True,180
218,ATM,167.233.211.106,Windows,Estados Unidos,HP,False,110
219,POS,250.171.58.238,iOS,Chile,Xiaomi,True,46
220,POS,153.83.223.98,Windows,Uruguay,Dell,False,175
221,ATM,163.145.50.23,Android,México,Dell,True,158
222,ATM,27.254.51.163,macOS,Perú,LG,True,171
223,Tablet,219.215.108.58,macOS,Perú,Xiaomi,True,51
224,ATM,244.63.179.248,macOS,Brasil,HP,False,181
225,ATM,2.191.114.130,Windows,España,Dell,True,79
226,ATM,173.123.2.231,macOS,Guatemala,Samsung,True,40
227,Tablet,216.162.171.44,Linux,Brasil,Apple,False,101
228,Computadora,158.201.26.206,Linux,Brasil,Apple,False,100
229,Computadora,104.162.81.112,iOS,México,Dell,True,130
230,Móvil,162.200.133.215,Linux,Colombia,Huawei,True,24
231,Móvil,7.223.5.161,Linux,Colombia,Samsung,False,182
232,POS,236.40.195.7,iOS,Chile,Dell,False,200
233,Tablet,48.122.113.77,iOS,Perú,HP,True,186
234,ATM,198.133.26.71,Android,Colombia,Dell,True,164
235,POS,222.52.56.118,Linux,México,Samsung,True,73
236,Tablet,230.92.47.20,macOS,Uruguay,Huawei,True,101
237,Móvil,126.11.211.19,macOS,Ecuador,Samsung,True,176
238,ATM,97.160.230.207,iOS,Colombia,Huawei,True,46
239,POS,162.16.60.250,Windows,Estados Unidos,Xiaomi,False,154
240,POS,2.81.130.238,Android,Argentina,LG,True,138
241,Móvil,133.78.110.222,Windows,México,Apple,True,84
242,Computadora,57.42.64.69,Windows,Chile,Apple,True,90
243,POS,167.150.239.191,macOS,Brasil,LG,True,50
244,Tablet,45.101.143.247,macOS,México,LG,False,80
245,Computadora,204.105.249.111,macOS,Brasil,LG,False,70
246,Tablet,160.55.196.110,iOS,Venezuela,Huawei,True,162
247,Móvil,116.85.17.246,Linux,España,LG,True,76
248,POS,212.180.203.8,Android,Colombia,HP,True,110
249,Computadora,92.125.37.56,Windows,Estados Unidos,Apple,True,32
250,Móvil,82.5.168.55,macOS,Venezuela,HP,True,60
251,POS,17.197.145.155,iOS,Perú,Apple,True,144
252,Tablet,184.38.215.175,macOS,Estados Unidos,HP,True,51
253,Computadora,13.252.255.12,Windows,Brasil,Samsung,True,116
254,Computadora,154.167.196.61,Linux,Guatemala,Huawei,True,165
255,POS,253.2.236.73,iOS,Uruguay,Xiaomi,True,137
256,POS,11.172.8.18,macOS,México,HP,True,186
257,Tablet,71.162.177.103,Android,Perú,HP,True,127
258,POS,13.201.152.179,macOS,Chile,HP,False,32
259,Tablet,241.52.14.58,Android,Uruguay,Samsung,True,27
260,Tablet,221.223.115.44,Android,Argentina,Dell,True,138
261,Móvil,240.26.132.227,Android,México,Samsung,True,20
262,Tablet,85.194.138.179,iOS,Colombia,LG,True,31
263,Computadora,82.75.211.164,macOS,Ecuador,Samsung,False,136
264,Computadora,148.244.250.250,Windows,Estados Unidos,HP,False,124
265,Computadora,24.135.151.183,Android,Estados Unidos,LG,True,169
266,Computadora,178.39.38.249,macOS,Guatemala,Apple,True,172
267,Computadora,120.197.96.125,Android,Estados Unidos,Apple,False,195
268,POS,132.160.159.182,macOS,Ecuador,Apple,False,28
269,Computadora,57.186.197.250,macOS,Uruguay,LG,False,52
270,ATM,49.35.142.109,iOS,Ecuador,Huawei,False,166
271,Móvil,38.236.54.191,Android,Argentina,Samsung,True,48
272,Tablet,8.243.231.91,Windows,México,LG,True,91
273,ATM,55.77.203.129,macOS,Perú,Huawei,True,113
274,Tablet,95.50.25.167,macOS,Bolivia,Xiaomi,True,76
275,Computadora,104.90.141.136,Linux,Chile,LG,True,28
276,Móvil,166.127.56.57,Android,Guatemala,Samsung,False,69
277,Computadora,17.51.141.58,Linux,Bolivia,Dell,True,101
278,ATM,26.112.137.127,iOS,Colombia,HP,True,89
279,Tablet,181.147.1.25,iOS,Perú,Dell,False,123
280,Tablet,219.122.87.81,Android,Colombia,Apple,True,117
281,Computadora,247.6.242.110,Windows,Guatemala,Apple,True,20
282,Computadora,174.4.180.249,macOS,Venezuela,Samsung,True,64
283,ATM,29.23.8.146,Windows,Uruguay,Apple,False,129
284,Computadora,194.75.48.26,Windows,Paraguay,Dell,True,116
285,ATM,189.179.131.170,macOS,España,Huawei,True,4
286,Tablet,78.170.247.29,Windows,Ecuador,LG,False,164
287,Móvil,38.210.112.169,iOS,Estados Unidos,Xiaomi,True,63
288,POS,190.220.184.53,Android,Argentina,Xiaomi,False,28
289,Tablet,225.230.89.68,Windows,Estados Unidos,Xiaomi,False,107
290,Tablet,80.97.21.149,Linux,Bolivia,Huawei,False,32
291,ATM,204.232.177.74,Android,Guatemala,Xiaomi,False,38
292,ATM,175.76.148.160,Linux,Ecuador,Apple,True,125
293,Tablet,17.150.7.117,Android,Argentina,Huawei,False,32
294,Móvil,126.156.2.111,Windows,Ecuador,HP,True,13
295,Tablet,36.179.145.202,Linux,Ecuador,HP,False,40
296,Móvil,183.138.73.188,iOS,Brasil,LG,True,75
297,Computadora,9.242.181.64,macOS,Brasil,Xiaomi,True,67
298,Tablet,153.159.88.145,macOS,Ecuador,Huawei,False,36
299,Computadora,65.69.213.142,iOS,España,Huawei,True,77
300,POS,238.236.93.97,macOS,México,Apple,False,114
301,Tablet,129.183.239.91,macOS,Chile,Xiaomi,True,119
302,Móvil,234.13.215.23,iOS,Venezuela,Huawei,True,149
303,POS,96.65.150.14,macOS,Colombia,Xiaomi,False,2
304,ATM,207.235.27.22,Android,España,HP,False,28
305,Tablet,153.49.148.145,macOS,Bolivia,Huawei,True,32
306,POS,173.27.104.133,iOS,Perú,Dell,True,35
307,Computadora,230.79.154.161,Windows,Bolivia,Samsung,True,160
308,Computadora,30.34.0.40,Linux,México,LG,True,64
309,Computadora,27.242.12.214,Linux,Chile,Xiaomi,True,32
310,Tablet,104.247.94.210,iOS,Uruguay,HP,False,67
311,POS,175.224.63.111,iOS,Ecuador,Samsung,True,37
312,Computadora,44.102.243.123,Windows,España,Dell,True,151
313,ATM,95.140.200.99,Android,Chile,Xiaomi,True,38
314,Móvil,73.234.61.145,macOS,Guatemala,LG,True,9
315,POS,114.21.181.247,iOS,Chile,Dell,True,71
316,Móvil,252.81.183.129,Linux,Argentina,Huawei,False,135
317,ATM,132.32.89.168,iOS,Estados Unidos,Dell,False,145
318,Tablet,118.71.142.201,Windows,Brasil,Samsung,False,124
319,ATM,247.241.92.148,Linux,Paraguay,Dell,False,67
320,Computadora,179.165.178.150,Linux,Uruguay,Xiaomi,True,12
321,Móvil,219.81.118.25,Android,Chile,Dell,True,83
322,Computadora,252.121.53.231,iOS,Bolivia,Xiaomi,True,17
323,Móvil,157.128.58.10,Android,Chile,HP,True,156
324,Móvil,237.89.164.28,macOS,Brasil,Apple,False,147
325,POS,52.100.129.126,macOS,Ecuador,Huawei,True,52
326,Computadora,112.98.44.150,Android,Ecuador,Dell,True,53
327,Móvil,208.71.2.93,macOS,Venezuela,LG,True,88
328,Computadora,175.254.97.214,iOS,Venezuela,HP,True,129
329,Tablet,92.70.34.113,macOS,Ecuador,Xiaomi,True,146
330,Móvil,33.152.51.31,macOS,Argentina,Samsung,False,139
331,Tablet,6.114.148.237,Windows,Brasil,Dell,True,18
332,Computadora,248.147.38.137,Linux,Argentina,HP,False,157
333,POS,80.204.29.140,Android,Venezuela,Xiaomi,True,168
334,Móvil,9.173.215.67,iOS,Estados Unidos,HP,True,36
335,Computadora,141.168.31.61,macOS,México,HP,False,157
336,Móvil,89.36.213.154,Linux,México,LG,True,34
337,Tablet,186.21.53.10,macOS,Perú,Apple,False,90
338,ATM,123.155.116.6,Android,Guatemala,HP,True,137
339,POS,221.194.9.142,macOS,Guatemala,Xiaomi,True,179
340,Computadora,111.218.70.30,macOS,México,LG,True,91
341,Computadora,88.223.29.61,iOS,México,LG,True,59
342,ATM,192.23.7.224,iOS,Uruguay,Samsung,True,15
343,Computadora,113.92.144.12,Windows,Estados Unidos,LG,False,63
344,Tablet,34.203.245.169,Android,Ecuador,Samsung,True,65
345,POS,53.253.182.230,iOS,Chile,Dell,True,94
346,POS,75.125.136.82,Linux,Perú,Samsung,True,89
347,ATM,181.248.143.21,iOS,Colombia,HP,False,60
348,Tablet,190.107.62.96,iOS,Guatemala,Apple,False,113
349,ATM,244.58.10.128,Android,España,Huawei,False,99
350,Tablet,212.43.30.72,Linux,Brasil,Xiaomi,True,98
351,ATM,114.22.114.53,macOS,Colombia,Dell,True,137
352,Móvil,170.156.16.139,Windows,Guatemala,LG,True,68
353,POS,56.14.174.186,Linux,Brasil,HP,True,187
354,Móvil,207.55.198.244,Windows,Uruguay,LG,True,109
355,POS,185.133.83.246,macOS,Chile,Dell,True,34
356,Móvil,72.140.43.64,Linux,España,Huawei,False,102
357,Móvil,158.140.185.69,Windows,Paraguay,Dell,False,4
358,Móvil,79.164.135.217,iOS,Chile,Xiaomi,True,113
359,Móvil,120.18.183.123,Linux,Argentina,Xiaomi,True,149
360,Móvil,71.160.32.113,iOS,España,HP,True,67
361,ATM,33.116.89.38,Linux,Ecuador,Samsung,True,30
362,Móvil,48.225.162.11,Linux,Bolivia,Apple,True,183
363,Tablet,250.131.8.174,Windows,Perú,Dell,True,154
364,Computadora,90.55.39.130,macOS,México,LG,True,61
365,Computadora,84.190.212.19,macOS,España,Apple,True,84
366,POS,202.184.171.250,macOS,Ecuador,Huawei,True,76
367,POS,8.82.188.12,Windows,Colombia,LG,True,28
368,POS,55.160.176.241,iOS,Brasil,HP,False,9
369,Computadora,98.40.39.246,iOS,Venezuela,LG,False,162
370,POS,188.214.62.217,Linux,Paraguay,Samsung,False,121
371,POS,134.225.162.69,iOS,Uruguay,LG,True,63
372,Tablet,63.185.118.117,Windows,Bolivia,Samsung,False,62
373,ATM,188.209.185.21,Windows,Perú,LG,True,93
374,ATM,155.117.229.202,macOS,Argentina,LG,True,138
375,Computadora,199.208.70.156,Windows,Paraguay,Huawei,True,81
376,Móvil,21.209.215.130,iOS,Venezuela,Xiaomi,False,198
377,Computadora,231.92.232.4,iOS,México,Xiaomi,True,196
378,POS,183.240.51.33,Android,Uruguay,Xiaomi,True,177
379,Computadora,254.37.67.132,Linux,Brasil,Xiaomi,True,33
380,ATM,179.123.150.31,Windows,Uruguay,Huawei,False,156
381,POS,28.23.37.190,Windows,Chile,Xiaomi,False,116
382,ATM,75.244.68.188,iOS,Bolivia,HP,False,131
383,Móvil,39.3.189.173,macOS,Brasil,Huawei,True,46
384,POS,185.143.49.60,Windows,Chile,Huawei,True,145
385,POS,230.218.146.83,macOS,Estados Unidos,HP,True,37
386,Móvil,209.107.220.133,Windows,Venezuela,LG,True,26
387,Tablet,73.84.60.74,Windows,Chile,Xiaomi,True,44
388,Tablet,241.132.54.237,iOS,Ecuador,Huawei,True,25
389,Computadora,142.86.14.154,Android,Perú,LG,True,2
390,ATM,214.13.189.53,Windows,Venezuela,Xiaomi,False,114
391,POS,33.232.151.236,Android,Bolivia,Dell,True,114
392,ATM,127.134.44.222,iOS,España,Dell,False,30
393,Tablet,206.40.113.187,Android,Estados Unidos,Apple,False,86
394,Tablet,117.37.161.229,Android,Brasil,Samsung,False,134
395,Tablet,49.18.4.63,iOS,Venezuela,Xiaomi,True,173
396,Computadora,68.240.77.125,iOS,Bolivia,Xiaomi,True,34
397,Computadora,163.45.109.1,macOS,México,Xiaomi,False,157
398,Computadora,182.91.19.108,Windows,Venezuela,Xiaomi,False,150
399,Computadora,164.178.247.136,iOS,España,HP,True,75
400,ATM,126.200.182.140,macOS,España,Samsung,True,29
401,Tablet,108.228.166.64,macOS,México,Apple,True,82
402,Móvil,89.203.65.199,macOS,Uruguay,HP,True,154
403,ATM,176.120.14.75,Windows,Perú,Apple,True,16
404,POS,198.165.133.173,Windows,Brasil,Xiaomi,True,109
405,ATM,67.27.137.125,iOS,Estados Unidos,Dell,True,79
406,ATM,105.113.85.138,iOS,Paraguay,Dell,True,158
407,POS,85.66.10.244,Android,Paraguay,Xiaomi,True,200
408,Tablet,234.180.32.168,Android,Perú,Apple,True,138
409,Computadora,253.80.202.221,iOS,España,HP,True,96
410,Tablet,106.110.127.241,Android,Guatemala,HP,True,194
411,POS,27.203.248.11,iOS,España,Huawei,True,59
412,Computadora,9.139.63.209,macOS,Ecuador,Xiaomi,True,190
413,Tablet,221.43.39.19,Linux,Bolivia,Dell,False,107
414,Móvil,4.77.48.189,Linux,Paraguay,Xiaomi,True,156
415,Tablet,201.165.217.132,Android,España,Huawei,True,52
416,Móvil,68.241.192.75,macOS,México,Apple,True,144
417,Tablet,124.145.125.98,Android,Chile,Dell,True,96
418,POS,183.55.231.58,Linux,Guatemala,Xiaomi,True,115
419,Tablet,123.55.159.86,iOS,Paraguay,Dell,True,25
420,POS,44.106.250.152,iOS,México,Apple,True,158
421,ATM,134.119.30.197,macOS,España,Xiaomi,True,190
422,Tablet,214.77.18.83,Linux,Venezuela,Xiaomi,True,69
423,Computadora,194.250.255.81,iOS,Estados Unidos,Xiaomi,False,124
424,POS,143.41.53.109,Android,Brasil,Apple,True,42
425,POS,192.62.85.51,macOS,Uruguay,Samsung,True,109
426,ATM,44.249.71.192,Linux,Brasil,Xiaomi,True,76
427,Móvil,112.150.138.134,Windows,Venezuela,Huawei,False,167
428,Computadora,37.148.104.206,Linux,Bolivia,Huawei,False,155
429,Tablet,121.236.107.240,Windows,Bolivia,Dell,True,43
430,POS,184.242.5.82,macOS,Colombia,Apple,True,18
431,Móvil,80.96.102.178,Android,Perú,Xiaomi,True,25
432,Móvil,160.239.80.18,Windows,Ecuador,LG,True,89
433,Móvil,238.98.140.73,macOS,Venezuela,Dell,True,95
434,POS,197.206.130.144,Linux,Ecuador,Dell,True,20
435,POS,40.52.110.72,iOS,España,LG,True,33
436,POS,151.196.169.148,Linux,Venezuela,Huawei,False,158
437,ATM,54.86.1.201,iOS,Argentina,Samsung,False,38
438,Computadora,43.243.0.83,Android,Guatemala,Apple,False,113
