id_dispositivo,id_ubicacion,fecha,precision,verificado
134,14,2024-02-25,0.77,False
135,82,2022-12-25,0.8,False
136,72,2022-06-09,0.92,True
137,29,2024-12-31,0.63,True
138,191,2024-02-23,0.91,False
139,23,2024-12-20,0.57,False
140,26,2022-12-14,0.99,True
141,185,2025-05-02,0.8,False
142,89,2022-02-05,0.89,False
143,6,2023-07-19,0.63,True
144,49,2023-04-29,0.51,True
145,103,2024-02-13,0.84,False
146,179,2024-01-03,0.86,True
147,142,2025-10-12,0.81,True
148,38,2024-11-13,0.54,False
149,137,2023-04-18,0.61,True
150,185,2022-12-30,0.75,False
151,92,2023-05-05,0.86,True
152,28,2024-07-24,0.59,True
153,53,2024-10-13,0.61,False
154,95,2025-06-09,0.93,True
155,49,2023-06-21,0.92,True
156,176,2025-08-22,0.69,True
157,104,2023-11-11,0.79,False
158,29,2024-08-08,0.62,True
159,154,2023-11-02,0.92,True
160,52,2024-05-06,0.88,False
161,15,2023-06-17,0.79,True
162,27,2023-12-06,0.93,False
163,99,2023-01-24,0.88,False
164,126,2022-07-17,0.6,False
165,86,2025-06-12,0.79,False
166,86,2022-10-25,0.71,False
167,90,2022-05-07,0.86,False
168,1,2022-11-17,0.73,True
169,18,2025-12-05,0.66,False
170,197,2025-09-02,0.85,True
171,163,2024-03-03,0.65,True
172,127,2025-05-30,0.81,True
173,148,2025-12-07,0.6,False
174,93,2024-05-09,0.66,True
175,76,2025-08-05,0.99,True
176,31,2025-11-30,0.68,False
177,149,2022-12-21,0.71,True
178,20,2024-04-25,0.56,True
179,192,2022-12-09,0.59,False
180,178,2023-02-22,0.68,False
181,129,2025-06-01,0.96,True
182,147,2025-01-06,0.82,False
183,97,2025-03-19,0.65,True
184,191,2022-11-15,0.66,False
185,98,2023-07-25,0.93,False
186,93,2022-12-27,0.8,False
187,17,2024-07-27,0.68,False
188,62,2023-10-07,0.55,False
189,3,2024-06-11,0.6,True
190,186,2024-05-26,0.75,False
191,129,2023-12-12,0.89,True
192,175,2023-03-07,0.54,True
193,37,2022-06-10,0.58,True
194,160,2023-05-18,0.61,False
195,146,2023-12-31,0.89,False
196,128,2023-01-01,0.54,False
197,148,2024-11-13,0.61,False
198,196,2023-08-14,0.84,False
199,74,2024-07-18,0.64,True
200,96,2025-06-20,0.71,True
201,190,2025-02-24,0.85,False
202,146,2022-11-05,0.69,False
203,120,2023-03-17,0.52,True
204,197,2023-12-01,0.84,False
205,55,2022-12-21,0.98,False
206,164,2022-05-10,0.75,False
207,55,2024-02-17,0.71,True
208,37,2024-06-04,0.98,True
209,55,2023-06-08,0.74,False
210,43,2024-09-01,0.89,False
211,179,2022-08-04,0.51,True
212,171,2025-09-22,0.96,True
213,38,2023-03-13,0.91,True
214,1,2023-01-03,0.95,True
215,191,2023-03-06,0.79,False
216,148,2022-08-07,0.59,False
217,180,2025-05-06,0.76,True
218,110,2023-01-27,0.58,False
219,46,2023-06-16,0.55,True
220,175,2022-12-03,0.7,True
221,158,2025-07-09,0.57,True
222,171,2022-08-22,0.65,False
223,51,2023-02-20,0.95,True
224,181,2023-11-20,0.82,False
225,79,2023-10-22,0.56,False
226,40,2024-09-27,0.77,False
227,101,2024-10-08,0.78,True
228,100,2022-06-10,0.84,False
229,130,2025-05-25,0.55,True
230,24,2024-05-15,0.77,True
231,182,2023-02-05,0.95,False
232,200,2023-01-25,0.67,False
233,186,2024-04-28,0.81,True
234,164,2023-03-02,0.6,False
235,73,2025-02-26,0.85,True
236,101,2022-03-13,0.94,False
237,176,2024-06-29,0.54,False
238,46,2023-05-22,0.59,True
239,154,2023-12-27,0.65,False
240,138,2022-10-09,0.73,False
241,84,2024-06-14,0.82,True
242,90,2025-07-14,0.69,True
243,50,2023-03-17,0.66,False
244,80,2022-02-14,0.99,True
245,70,2022-01-30,0.81,False
246,162,2024-11-08,0.8,True
247,76,2025-05-13,0.86,True
248,110,2024-09-13,0.85,False
249,32,2024-10-11,0.97,False
250,60,2025-03-12,0.79,True
251,144,2025-09-29,0.76,True
252,51,2025-03-12,1.0,True
253,116,2025-07-09,0.78,False
254,165,2023-07-13,0.69,True
255,137,2023-04-26,0.98,True
256,186,2025-05-10,0.85,True
257,127,2022-03-15,0.57,True
258,32,2024-01-12,0.67,False
259,27,2023-11-01,0.76,False
260,138,2023-03-22,0.95,False
261,20,2023-03-08,0.67,True
262,31,2022-12-06,0.94,True
263,136,2022-09-25,0.75,False
264,124,2024-04-16,0.98,False
265,169,2024-12-27,0.68,False
266,172,2023-03-12,0.53,False
267,195,2022-11-27,0.96,True
268,28,2025-12-29,0.84,False
269,52,2023-12-28,0.93,True
270,166,2023-09-17,0.85,False
271,48,2024-08-03,0.6,False
272,91,2024-01-15,0.84,False
273,113,2023-02-16,0.54,False
274,76,2023-12-26,0.72,True
275,28,2025-09-19,0.52,True
276,69,2025-10-25,0.53,True
277,101,2024-08-02,0.67,False
278,89,2022-03-26,0.78,False
279,123,2025-01-27,0.69,False
280,117,2025-05-29,0.59,False
281,20,2024-12-03,0.65,False
282,64,2022-11-26,0.59,False
283,129,2025-03-07,0.64,False
284,116,2022-12-09,0.87,True
285,4,2023-12-09,0.85,False
286,164,2022-04-03,0.71,True
287,63,2025-07-03,0.95,True
288,28,2025-02-03,0.52,False
289,107,2022-04-08,0.83,True
290,32,2023-10-12,0.56,False
291,38,2022-08-01,0.65,False
292,125,2022-05-03,0.78,True
293,32,2025-09-24,0.54,True
294,13,2025-10-13,0.63,False
295,40,2022-11-27,0.99,False
296,75,2023-03-25,0.89,False
297,67,2022-05-28,0.94,True
298,36,2024-04-23,0.65,True
299,77,2023-10-18,0.85,True
300,114,2025-12-03,0.79,True
301,119,2023-08-08,0.67,False
302,149,2022-01-27,0.92,True
303,2,2023-06-04,0.51,True
304,28,2024-07-17,0.64,False
305,32,2022-10-11,0.68,True
306,35,2025-03-15,0.85,False
307,160,2024-12-17,0.83,True
308,64,2024-07-15,0.9,False
309,32,2024-10-27,0.93,True
310,67,2025-03-10,0.55,True
311,37,2022-12-05,0.58,False
312,151,2024-03-09,0.56,False
313,38,2022-11-23,0.89,True
314,9,2025-05-24,0.9,True
315,71,2022-11-27,0.5,False
316,135,2025-04-17,0.85,False
317,145,2025-10-12,0.62,True
318,124,2025-11-06,0.66,True
319,67,2022-06-03,0.73,True
320,12,2023-04-28,0.56,True
321,83,2022-10-05,0.84,False
322,17,2023-02-22,0.62,False
323,156,2022-01-04,0.77,True
324,147,2023-09-24,0.95,True
325,52,2024-08-15,0.88,False
326,53,2025-02-01,0.73,False
327,88,2023-02-11,0.73,False
328,129,2022-10-11,0.52,True
329,146,2023-10-25,0.62,True
330,139,2022-02-20,0.5,True
331,18,2023-11-21,0.98,False
332,157,2023-07-11,0.72,False
333,168,2022-05-18,0.6,True
334,36,2022-05-24,0.96,False
335,157,2022-07-07,0.8,True
336,34,2025-06-03,0.65,False
337,90,2022-11-20,0.57,False
338,137,2023-02-09,0.54,False
339,179,2023-03-11,0.51,True
340,91,2023-02-27,0.82,False
341,59,2025-11-17,0.78,True
342,15,2022-06-05,0.68,False
343,63,2025-08-04,0.67,False
344,65,2024-06-03,0.75,True
345,94,2024-04-01,0.65,True
346,89,2023-11-05,0.54,False
347,60,2023-10-28,0.58,True
348,113,2023-03-12,0.57,False
349,99,2025-11-07,0.61,False
350,98,2024-11-13,0.83,True
351,137,2025-05-04,0.72,True
352,68,2025-12-29,0.63,False
353,187,2023-12-29,0.99,False
354,109,2023-10-08,0.77,True
355,34,2023-12-11,0.59,False
356,102,2022-01-01,0.99,False
357,4,2023-08-26,0.5,False
358,113,2023-08-14,0.54,True
359,149,2025-11-18,0.97,True
360,67,2023-10-25,0.64,True
361,30,2023-09-24,0.63,False
362,183,2024-10-27,0.6,False
363,154,2023-11-16,0.51,False
364,61,2023-02-08,0.57,True
365,84,2023-01-24,0.83,True
366,76,2023-06-02,0.55,True
367,28,2025-10-15,0.67,False
368,9,2025-05-24,0.81,True
369,162,2024-04-26,0.97,True
370,121,2024-08-09,0.97,True
371,63,2023-01-19,0.96,False
372,62,2023-06-20,0.84,False
373,93,2023-02-20,0.69,False
374,138,2024-11-09,0.82,False
375,81,2025-06-05,0.98,False
376,198,2025-09-11,0.65,False
377,196,2025-07-13,0.93,True
378,177,2024-03-02,0.8,False
379,33,2025-12-23,0.6,True
380,156,2025-11-16,0.62,True
381,116,2022-09-29,0.74,True
382,131,2022-07-13,0.91,True
383,46,2022-12-17,0.82,False
384,145,2025-09-26,0.93,True
385,37,2025-05-19,0.78,True
386,26,2023-08-31,0.93,False
387,44,2025-06-30,0.55,False
388,25,2022-09-02,0.65,False
389,2,2023-12-28,0.71,True
390,114,2024-05-01,0.87,True
391,114,2025-01-20,0.64,False
392,30,2025-11-16,0.58,True
393,86,2024-05-07,0.76,True
394,134,2022-11-19,0.99,False
395,173,2025-03-05,0.66,False
396,34,2022-05-27,0.65,True
397,157,2022-01-23,0.78,False
398,150,2024-02-23,0.53,False
399,75,2025-06-13,0.58,True
400,29,2022-11-20,0.87,False
401,82,2024-12-16,0.8,False
402,154,2022-03-30,0.71,True
403,16,2023-01-27,0.53,True
404,109,2023-08-08,0.87,False
405,79,2022-05-26,0.54,True
406,158,2022-10-09,0.73,True
407,200,2025-08-24,0.57,True
408,138,2024-12-17,0.81,False
409,96,2025-07-31,0.79,False
410,194,2025-12-09,0.94,True
411,59,2025-11-22,0.84,True
412,190,2022-03-14,0.73,True
413,107,2023-02-08,0.52,True
414,156,2023-05-12,0.69,True
415,52,2023-04-01,0.61,False
416,144,2022-05-19,0.55,True
417,96,2023-05-09,0.81,False
418,115,2024-08-19,0.96,True
419,25,2025-01-13,0.91,False
420,158,2025-05-17,0.58,False
421,190,2024-03-09,0.99,True
422,69,2023-05-19,0.7,False
423,124,2023-01-09,0.57,False
424,42,2024-04-15,0.66,False
425,109,2023-06-08,0.84,False
426,76,2023-11-25,0.73,True
427,167,2022-02-18,0.95,True
428,155,2022-02-17,0.69,True
429,43,2023-09-26,0.84,False
430,18,2025-03-05,0.81,True
431,25,2025-04-18,0.75,False
432,89,2022-10-17,0.53,True
433,95,2022-05-09,0.6,True
434,20,2024-11-26,0.64,True
435,33,2025-04-13,0.56,False
436,158,2022-06-22,0.79,True
437,38,2022-06-04,0.85,False
438,113,2025-04-25,0.71,True
439,144,2022-02-13,0.81,True
440,136,2024-07-19,0.88,False
441,144,2025-03-16,0.98,True
442,7,2023-08-02,0.64,True
443,49,2024-06-22,0.55,True
444,2,2025-03-14,0.78,True
445,156,2022-10-18,0.85,False
446,71,2025-08-23,0.63,True
447,192,2024-04-18,0.54,False
448,181,2025-04-27,0.61,False
449,182,2023-01-02,0.64,True
450,5,2024-11-30,0.87,False
451,4,2022-08-23,0.97,False
452,22,2023-04-22,0.57,True
453,45,2023-02-06,0.75,False
454,23,2024-09-15,0.86,False
455,48,2022-06-06,0.52,False
456,118,2024-04-21,0.96,True
457,34,2024-04-28,0.93,False
458,106,2025-05-15,0.63,False
459,179,2022-09-21,0.68,True
460,134,2024-12-14,0.67,False
461,146,2023-04-25,0.66,True
462,129,2022-08-31,0.71,False
463,67,2024-06-07,0.71,False
464,96,2024-09-07,0.55,True
465,41,2022-12-16,0.84,True
466,42,2022-07-25,0.89,True
467,178,2025-05-21,0.82,False
468,154,2024-12-03,0.89,False
469,108,2025-11-04,0.56,True
470,77,2025-02-02,0.68,True
471,80,2022-09-05,0.91,True
472,38,2022-07-12,0.64,True
473,112,2022-09-27,0.6,False
474,2,2023-05-27,0.94,False
475,55,2024-11-09,0.58,True
476,33,2022-07-19,0.89,True
477,187,2025-01-06,0.56,True
478,7,2025-11-20,0.62,False
479,157,2023-04-12,0.91,False
480,12,2024-10-11,0.91,False
481,39,2022-04-11,0.57,True
482,102,2024-03-24,0.78,True
483,26,2024-08-06,0.76,False
484,176,2024-08-17,0.76,False
485,190,2022-07-03,0.77,True
486,94,2024-12-25,0.61,False
487,39,2025-10-03,0.95,True
488,112,2023-12-14,0.99,True
489,154,2025-08-20,0.91,False
490,139,2024-08-29,0.62,True
491,163,2025-07-08,0.78,True
492,64,2024-11-25,0.58,True
493,71,2023-03-18,0.56,True
494,20,2025-11-28,0.65,True
495,21,2023-09-30,0.81,True
496,185,2023-09-09,0.87,True
497,158,2023-07-16,0.88,False
498,71,2024-02-21,0.78,False
499,2,2022-10-28,0.9,False
500,154,2023-03-29,0.65,True
501,74,2022-02-13,0.96,False
502,122,2024-05-09,0.76,True
503,119,2023-05-21,0.64,True
504,21,2022-05-06,0.63,False
505,193,2022-07-02,0.83,True
506,91,2025-07-13,0.52,True
507,61,2024-06-26,0.89,False
508,55,2022-05-25,0.74,False
509,103,2025-12-10,0.96,False
510,162,2025-11-04,0.86,False
511,74,2024-04-27,0.66,True
512,196,2025-08-05,0.99,False
513,106,2022-09-17,0.77,True
514,154,2024-11-14,0.55,False
515,161,2025-03-21,0.7,True
516,142,2023-04-09,0.89,False
517,45,2023-06-09,0.53,False
518,148,2024-06-19,0.57,False
519,129,2024-10-17,0.88,True
520,192,2022-06-19,0.9,False
521,67,2023-02-06,0.83,False
522,186,2022-11-09,0.51,True
523,195,2024-04-15,0.5,False
524,63,2025-04-11,0.84,False
525,193,2022-08-13,0.74,True
526,180,2023-02-01,0.53,True
527,7,2022-05-09,0.72,False
528,146,2024-05-17,0.99,False
529,99,2023-05-13,0.91,True
530,150,2022-07-24,0.85,False
531,40,2025-02-10,0.79,False
532,124,2024-11-17,0.97,True
533,53,2023-09-17,0.74,False
534,146,2025-11-21,0.73,True
535,85,2024-05-03,0.66,False
536,64,2024-02-26,0.93,False
537,69,2022-07-26,0.84,False
538,16,2024-03-20,0.69,False
539,82,2022-07-14,0.67,True
540,139,2022-06-20,0.91,True
541,185,2022-03-21,0.97,True
542,70,2022-08-03,0.76,True
543,77,2025-11-19,0.67,True
544,113,2024-01-23,0.78,False
545,42,2025-07-16,0.79,True
546,138,2024-04-18,0.59,False
547,197,2022-10-09,0.67,False
548,40,2022-06-10,0.67,True
549,170,2023-01-20,0.67,False
550,78,2025-01-01,0.52,False
551,116,2022-05-15,0.75,True
552,166,2022-01-21,0.91,True
553,66,2023-07-28,0.98,True
554,143,2025-04-28,0.8,False
555,28,2025-01-11,0.69,True
556,12,2022-09-11,0.85,True
557,26,2022-05-13,0.86,True
558,121,2025-04-08,0.77,True
559,151,2022-01-20,0.78,False
560,196,2022-01-16,0.52,False
561,183,2024-05-10,0.67,False
562,59,2025-09-06,0.78,True
563,6,2022-08-06,0.95,True
564,16,2023-11-26,0.72,True
565,138,2022-10-31,0.92,False
566,200,2025-01-27,0.74,True
567,193,2025-06-04,0.66,True
568,85,2022-10-20,0.84,False
569,76,2025-05-17,0.78,False
570,67,2024-03-11,0.6,True
571,91,2025-05-03,0.88,True
572,137,2024-11-23,0.88,False
573,59,2023-07-01,0.77,True
574,7,2024-02-19,0.57,False
575,190,2022-06-12,0.71,True
576,152,2024-03-07,0.98,False
577,155,2022-05-17,0.73,False
578,93,2023-10-14,0.59,False
579,103,2025-10-26,0.79,False
580,77,2025-10-10,0.89,False
581,166,2025-06-29,0.55,False
582,40,2025-12-19,0.77,False
583,170,2025-01-10,0.77,True
584,190,2025-10-07,0.82,True
585,161,2025-11-14,0.57,False
586,9,2022-12-02,0.9,False
587,135,2022-03-14,0.68,False
588,29,2023-11-23,0.97,True
589,80,2023-10-22,0.71,False
590,184,2023-08-28,0.92,True
591,58,2025-01-18,0.87,False
592,65,2024-06-24,0.76,False
593,133,2022-02-21,0.55,True
594,149,2025-03-27,0.6,False
595,163,2022-05-08,0.72,False
596,124,2022-06-15,0.65,True
597,113,2022-02-14,0.55,False
598,198,2025-06-30,0.91,False
599,110,2023-03-10,0.78,True
600,141,2025-01-22,0.83,True
