id_transaccion,monto,fecha,tipo,es_fraudulenta,moneda,descripcion,canal,id_cuenta_origen,id_cuenta_destino,id_dispositivo,id_ubicacion
151,20247.85,2025-09-18,Retiro,False,MXN,TXN-000151,ATM,502,1448,422,187
152,28688.09,2025-05-03,Depósito,False,COP,TXN-000152,Web,146,580,107,134
153,34952.15,2024-09-19,Préstamo,False,COP,TXN-000153,Telefónico,446,1203,285,154
154,29941.12,2024-05-25,Transferencia,False,COP,TXN-000154,Telefónico,159,528,323,81
155,29864.8,2023-03-02,Pago,False,MXN,TXN-000155,Sucursal,30,578,304,56
156,37267.63,2023-06-11,Depósito,False,GTQ,TXN-000156,Web,262,270,104,41
157,29290.33,2024-12-28,Préstamo,False,GTQ,TXN-000157,App Móvil,1472,1123,338,158
158,46639.95,2022-02-03,Transferencia,False,GTQ,TXN-000158,Web,591,1152,462,112
159,6882.16,2025-04-26,Compra,False,EUR,TXN-000159,Sucursal,1432,335,308,45
160,17056.99,2024-10-29,Préstamo,False,MXN,TXN-000160,App Móvil,1305,331,526,199
161,7075.78,2023-02-24,Depósito,False,COP,TXN-000161,Telefónico,1027,1078,495,15
162,27337.31,2022-05-19,Depósito,False,COP,TXN-000162,App Móvil,676,1347,394,179
163,10004.43,2025-03-24,Préstamo,False,EUR,TXN-000163,Sucursal,158,1498,314,120
164,26828.64,2023-07-10,Depósito,False,GTQ,TXN-000164,ATM,1178,1228,528,110
165,31180.37,2024-03-03,Pago,False,COP,TXN-000165,Web,1407,909,4,159
166,10074.52,2022-04-14,Compra,False,GTQ,TXN-000166,Telefónico,911,316,145,107
167,20044.8,2024-05-07,Retiro,True,EUR,TXN-000167,ATM,172,787,461,176
168,47554.65,2025-09-24,Compra,False,MXN,TXN-000168,ATM,1038,833,336,193
169,17609.73,2022-12-19,Retiro,False,MXN,TXN-000169,Sucursal,735,1011,282,2
170,19326.88,2024-12-03,Depósito,False,COP,TXN-000170,Web,15,108,299,175
171,3573.84,2023-06-07,Retiro,False,GTQ,TXN-000171,Web,118,732,180,66
172,3444.87,2025-06-06,Depósito,False,EUR,TXN-000172,App Móvil,620,533,148,52
173,20332.73,2024-05-22,Transferencia,False,COP,TXN-000173,Web,413,1084,326,121
174,3185.51,2023-05-18,Depósito,True,USD,TXN-000174,App Móvil,86,1496,306,69
175,25639.6,2022-12-22,Transferencia,False,EUR,TXN-000175,App Móvil,316,435,554,157
176,1529.54,2023-07-24,Préstamo,False,GTQ,TXN-000176,Web,1096,458,276,172
177,29198.25,2022-05-16,Compra,False,MXN,TXN-000177,Telefónico,1185,25,497,148
178,42036.57,2022-11-10,Compra,False,EUR,TXN-000178,App Móvil,998,277,215,93
179,13522.39,2023-10-13,Transferencia,True,MXN,TXN-000179,Web,798,1249,363,193
180,24612.23,2022-01-30,Compra,False,EUR,TXN-000180,Sucursal,774,1416,229,147
181,951.74,2025-07-10,Compra,False,GTQ,TXN-000181,Web,515,1387,443,1
182,30853.39,2025-08-25,Transferencia,False,USD,TXN-000182,App Móvil,346,1469,363,136
183,16612.86,2022-02-05,Depósito,False,USD,TXN-000183,ATM,1230,287,158,11
184,28180.43,2024-07-30,Depósito,False,EUR,TXN-000184,Telefónico,466,198,448,118
185,18271.33,2025-09-06,Retiro,False,GTQ,TXN-000185,Telefónico,743,1249,436,189
186,26138.81,2022-01-08,Compra,False,COP,TXN-000186,Web,548,1407,328,165
187,34819.61,2023-07-21,Transferencia,False,COP,TXN-000187,Sucursal,1065,812,163,63
188,8424.08,2022-03-05,Préstamo,False,EUR,TXN-000188,Telefónico,1325,451,386,184
189,8295.66,2024-09-11,Retiro,False,COP,TXN-000189,Web,1276,574,102,114
190,134.37,2025-04-24,Pago,False,GTQ,TXN-000190,ATM,395,1434,95,136
191,27048.71,2022-10-28,Depósito,False,EUR,TXN-000191,ATM,185,960,577,80
192,27442.48,2024-05-10,Pago,False,USD,TXN-000192,Web,849,1276,472,186
193,32691.63,2025-07-03,Compra,False,COP,TXN-000193,App Móvil,296,451,156,44
194,33968.69,2022-03-15,Préstamo,False,MXN,TXN-000194,ATM,467,966,280,183
195,31891.73,2025-02-04,Retiro,True,MXN,TXN-000195,Sucursal,1111,1286,595,83
196,3539.36,2024-05-11,Depósito,False,EUR,TXN-000196,ATM,1441,532,208,152
197,49441.76,2025-01-20,Compra,False,COP,TXN-000197,App Móvil,1075,159,464,192
198,25714.27,2022-05-13,Retiro,False,MXN,TXN-000198,Telefónico,431,948,60,143
199,18486.0,2025-12-29,Préstamo,False,MXN,TXN-000199,Web,1190,620,415,141
200,13186.09,2024-04-21,Pago,False,COP,TXN-000200,App Móvil,431,1036,160,5
201,19935.7,2025-04-30,Depósito,False,GTQ,TXN-000201,Web,1404,981,118,162
202,1402.59,2022-06-30,Compra,False,COP,TXN-000202,App Móvil,1368,1235,159,146
203,26154.51,2025-09-04,Transferencia,False,COP,TXN-000203,Web,1326,1106,28,167
204,45771.26,2025-05-05,Transferencia,False,GTQ,TXN-000204,App Móvil,1001,15,466,151
205,24057.57,2025-02-10,Pago,False,MXN,TXN-000205,Telefónico,271,450,237,58
206,25573.93,2024-06-13,Préstamo,False,EUR,TXN-000206,Telefónico,563,1447,466,12
207,15815.98,2023-11-03,Depósito,False,COP,TXN-000207,Telefónico,497,1462,424,133
208,49827.22,2023-12-27,Préstamo,False,MXN,TXN-000208,App Móvil,1495,462,499,114
209,38299.45,2025-09-09,Pago,False,GTQ,TXN-000209,ATM,484,208,338,88
210,34070.46,2024-06-20,Préstamo,False,GTQ,TXN-000210,ATM,1295,88,131,165
211,23927.27,2023-04-01,Compra,False,EUR,TXN-000211,ATM,192,1075,270,12
212,49092.96,2022-08-03,Transferencia,False,EUR,TXN-000212,App Móvil,638,753,316,124
213,45988.11,2022-11-09,Pago,False,EUR,TXN-000213,App Móvil,106,1335,204,103
214,5700.4,2024-03-16,Compra,False,COP,TXN-000214,App Móvil,1098,910,39,150
215,43918.29,2024-07-03,Compra,False,GTQ,TXN-000215,Web,1309,897,238,164
216,13357.81,2023-08-21,Retiro,False,MXN,TXN-000216,Sucursal,620,1286,589,76
217,40971.94,2024-05-25,Retiro,False,GTQ,TXN-000217,App Móvil,51,475,443,56
218,15971.71,2024-10-18,Compra,False,USD,TXN-000218,App Móvil,276,1256,364,150
219,22655.77,2025-05-16,Préstamo,False,USD,TXN-000219,Sucursal,1021,750,240,27
220,48086.98,2023-03-03,Préstamo,False,GTQ,TXN-000220,Web,1043,806,579,23
221,18420.76,2023-09-16,Préstamo,False,USD,TXN-000221,Web,679,1146,233,45
222,18802.0,2024-02-03,Transferencia,False,COP,TXN-000222,ATM,615,186,261,138
223,21648.69,2024-08-13,Pago,False,EUR,TXN-000223,ATM,507,1195,394,121
224,19444.92,2023-12-09,Préstamo,False,COP,TXN-000224,ATM,1453,522,558,73
225,46079.69,2025-06-02,Transferencia,False,MXN,TXN-000225,App Móvil,1332,169,453,1
226,47415.75,2022-06-07,Compra,False,GTQ,TXN-000226,Sucursal,690,27,579,142
227,41708.12,2022-07-22,Pago,False,EUR,TXN-000227,ATM,148,1323,492,99
228,35264.62,2025-02-25,Pago,False,MXN,TXN-000228,Sucursal,1432,120,295,7
229,40520.14,2025-01-02,Depósito,False,EUR,TXN-000229,Web,264,1212,207,198
230,21243.37,2023-12-14,Préstamo,False,GTQ,TXN-000230,Telefónico,59,311,600,99
231,5837.59,2024-05-01,Depósito,False,MXN,TXN-000231,Sucursal,1449,384,127,154
232,20699.01,2022-01-04,Pago,False,EUR,TXN-000232,Sucursal,774,851,247,72
233,6730.02,2022-09-20,Pago,False,USD,TXN-000233,ATM,357,66,558,11
234,36262.65,2025-02-08,Pago,False,MXN,TXN-000234,Sucursal,149,428,367,159
235,23722.91,2022-05-28,Retiro,False,USD,TXN-000235,ATM,34,193,283,104
236,14695.35,2023-03-09,Pago,False,EUR,TXN-000236,App Móvil,247,562,469,78
237,21719.71,2024-02-11,Transferencia,False,GTQ,TXN-000237,Telefónico,810,739,393,64
238,18986.71,2025-04-12,Retiro,True,MXN,TXN-000238,Telefónico,1003,263,343,92
239,31971.55,2024-06-17,Depósito,False,EUR,TXN-000239,App Móvil,1194,324,306,156
240,10824.43,2025-01-26,Retiro,False,GTQ,TXN-000240,Web,93,54,343,88
241,36103.1,2023-07-10,Retiro,False,EUR,TXN-000241,Telefónico,131,1493,409,124
242,26676.92,2025-03-18,Transferencia,False,EUR,TXN-000242,Sucursal,289,370,247,60
243,46258.32,2025-11-25,Transferencia,False,EUR,TXN-000243,Sucursal,136,518,300,149
244,17886.33,2025-11-27,Compra,False,MXN,TXN-000244,Telefónico,406,305,530,120
245,10690.68,2025-11-10,Transferencia,False,EUR,TXN-000245,App Móvil,1208,649,598,83
246,22046.2,2024-05-20,Transferencia,False,COP,TXN-000246,Web,585,500,54,179
247,25107.4,2025-11-27,Compra,True,MXN,TXN-000247,Web,1083,766,88,80
248,4224.54,2022-05-13,Retiro,False,USD,TXN-000248,Sucursal,423,1193,493,137
249,31569.05,2022-01-31,Depósito,False,COP,TXN-000249,App Móvil,845,350,562,117
250,30760.82,2024-12-10,Retiro,False,MXN,TXN-000250,ATM,200,93,132,85
251,20333.24,2022-01-05,Pago,False,MXN,TXN-000251,Telefónico,931,109,203,63
252,18620.66,2025-12-18,Préstamo,False,USD,TXN-000252,App Móvil,1478,148,414,9
253,9769.93,2024-10-25,Depósito,False,EUR,TXN-000253,ATM,109,379,20,173
254,8418.3,2022-07-16,Retiro,False,USD,TXN-000254,App Móvil,669,283,414,105
255,5163.81,2023-10-17,Préstamo,True,COP,TXN-000255,Telefónico,984,76,146,5
256,21226.5,2024-11-29,Pago,False,USD,TXN-000256,Web,196,823,140,72
257,49560.78,2025-04-17,Pago,False,USD,TXN-000257,Web,77,65,49,96
258,32754.2,2025-09-20,Préstamo,False,COP,TXN-000258,App Móvil,774,287,78,30
259,26713.91,2025-03-25,Transferencia,False,USD,TXN-000259,Web,426,525,179,94
260,18947.83,2023-03-16,Pago,False,USD,TXN-000260,Telefónico,372,1059,261,86
261,14172.58,2023-09-16,Pago,False,COP,TXN-000261,Sucursal,844,1392,306,198
262,22141.49,2022-12-21,Retiro,False,COP,TXN-000262,Telefónico,611,1249,441,110
263,8701.64,2025-04-09,Retiro,True,USD,TXN-000263,Sucursal,396,549,465,163
264,31258.87,2023-05-12,Retiro,False,COP,TXN-000264,Telefónico,1373,970,370,46
265,41520.57,2022-07-08,Retiro,False,USD,TXN-000265,Sucursal,1274,967,414,95
266,42354.66,2024-03-09,Pago,False,EUR,TXN-000266,Web,681,1153,524,16
267,20830.29,2024-08-26,Retiro,False,USD,TXN-000267,Web,1269,854,415,149
268,7971.11,2023-07-09,Depósito,False,MXN,TXN-000268,ATM,1430,760,239,87
269,29032.21,2024-04-15,Pago,False,COP,TXN-000269,Telefónico,427,1150,348,192
270,14488.91,2025-12-19,Depósito,False,MXN,TXN-000270,Telefónico,512,316,155,77
271,23746.31,2024-07-26,Préstamo,False,MXN,TXN-000271,Web,212,694,561,58
272,10633.0,2024-04-21,Compra,False,EUR,TXN-000272,Telefónico,664,556,440,64
273,1316.45,2024-03-16,Préstamo,False,COP,TXN-000273,Web,1370,1184,304,145
274,31949.38,2025-01-23,Préstamo,False,GTQ,TXN-000274,Sucursal,964,1209,99,91
275,47317.56,2024-03-17,Compra,False,USD,TXN-000275,Sucursal,460,1380,91,8
276,24860.17,2022-09-25,Depósito,False,GTQ,TXN-000276,Sucursal,502,48,171,199
277,13700.75,2024-09-14,Compra,False,GTQ,TXN-000277,Telefónico,9,196,144,99
278,28696.3,2022-09-08,Retiro,False,MXN,TXN-000278,Web,1499,564,305,198
279,9205.34,2022-10-23,Préstamo,False,COP,TXN-000279,Web,906,813,398,180
280,37535.12,2023-01-27,Compra,False,GTQ,TXN-000280,Sucursal,608,706,143,192
281,31534.15,2023-03-17,Depósito,False,COP,TXN-000281,ATM,1199,1206,518,171
282,5500.77,2025-12-09,Depósito,False,EUR,TXN-000282,Telefónico,164,1368,472,23
283,22580.38,2024-04-23,Préstamo,False,COP,TXN-000283,Web,1271,840,224,85
284,5555.77,2024-03-08,Transferencia,False,USD,TXN-000284,ATM,452,1229,585,8
285,38805.77,2025-05-17,Retiro,False,COP,TXN-000285,App Móvil,233,822,84,50
286,13616.05,2024-09-02,Préstamo,False,MXN,TXN-000286,Sucursal,464,475,211,176
287,39730.35,2025-02-27,Compra,False,EUR,TXN-000287,App Móvil,561,1093,64,19
288,30028.77,2023-05-30,Compra,True,GTQ,TXN-000288,App Móvil,890,1011,411,3
289,32726.1,2025-09-08,Transferencia,False,GTQ,TXN-000289,App Móvil,580,1185,320,168
290,7534.6,2024-05-04,Depósito,False,GTQ,TXN-000290,Sucursal,331,80,558,9
291,30115.06,2022-10-23,Transferencia,False,USD,TXN-000291,ATM,149,1272,514,191
292,27680.33,2022-05-03,Pago,False,EUR,TXN-000292,Web,675,620,77,109
293,23907.99,2022-07-16,Depósito,False,COP,TXN-000293,App Móvil,126,1425,211,140
294,4001.08,2022-07-22,Préstamo,False,GTQ,TXN-000294,Sucursal,783,121,119,53
295,4897.08,2022-02-03,Pago,False,EUR,TXN-000295,Sucursal,277,1445,5,42
296,40152.18,2022-07-08,Transferencia,False,USD,TXN-000296,Telefónico,1067,1138,471,162
297,6844.5,2025-11-28,Transferencia,False,COP,TXN-000297,Web,613,650,447,122
298,24548.07,2024-05-27,Pago,False,COP,TXN-000298,App Móvil,1045,755,245,142
299,45899.35,2025-06-12,Transferencia,False,MXN,TXN-000299,App Móvil,164,77,592,74
300,32074.36,2023-08-05,Transferencia,False,GTQ,TXN-000300,Web,347,511,85,86
301,2579.44,2024-06-06,Préstamo,False,USD,TXN-000301,Sucursal,447,679,69,105
302,40709.3,2023-10-24,Pago,False,MXN,TXN-000302,ATM,1123,519,77,1
303,18170.57,2022-05-14,Préstamo,False,MXN,TXN-000303,Telefónico,285,1297,556,153
304,13803.1,2024-01-06,Depósito,False,MXN,TXN-000304,Telefónico,1444,1257,290,130
305,11053.08,2024-01-27,Transferencia,True,COP,TXN-000305,ATM,1168,1225,444,116
